#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmFieldProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 0.06 s
#	Magnetic Field Azimuthal Angle: 0 deg
#	Magnetic Field Polar Angle: 90 deg
#	Final Field Strength: 0.1 T
#	Field Strength: -0.1 T
#	Field Strength Step: 0.0005 T
#	Field Swap: Maximum
#	Lockin AC Gain: 40 dB
#	Lockin Frequency: 3137.17 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 02:40pm 2021-05-27
#	Sample Name: OOP
#	First Harmonic Lockin Sensitivity: 0.001 V
#	Second Harmonic Lockin Sensitivity: 5e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.02 s
#	Second Harmonic Lockin Time Constant: 0.02 s
#Data:
X1,X2,Y1,Y2,field_strength,elapsed_time
-1e-07,3e-08,0.0,-1e-08,0.1,2.790994644165039
0.0,-1e-08,0.0,2e-08,0.09950000000000017,2.9300010204315186
-1e-07,4e-08,0.0,-1e-08,0.09900000000000017,3.0559959411621094
-1e-07,2e-08,0.0,-1.5e-08,0.09850000000000017,3.1779978275299072
-1e-07,-1.5e-08,-1e-07,1e-08,0.09800000000000017,3.2949934005737305
-1e-07,3e-08,0.0,0.0,0.09750000000000017,3.410992383956909
-1e-07,-2e-08,-1e-07,1.5e-08,0.09700000000000017,3.565993309020996
-1e-07,1.5e-08,0.0,4.5e-08,0.09650000000000017,3.6839919090270996
0.0,0.0,-1e-07,1e-08,0.09600000000000017,3.8029985427856445
0.0,5e-09,-1e-07,-1e-08,0.09550000000000017,3.9199938774108887
-1e-07,1e-08,0.0,3e-08,0.09500000000000017,4.0379979610443115
0.0,-2.5e-08,-1e-07,-3e-08,0.09450000000000017,4.172993421554565
0.0,5e-09,0.0,0.0,0.09400000000000017,4.2949981689453125
0.0,-3.5e-08,-1e-07,1.5e-08,0.09350000000000017,4.426995038986206
0.0,-4e-08,0.0,-1.5e-08,0.09300000000000017,4.609999895095825
0.0,5e-09,-1e-07,5e-09,0.09250000000000017,4.757001161575317
-1e-07,2e-08,-1e-07,0.0,0.09200000000000016,4.8980021476745605
-1e-07,-1e-08,0.0,-5e-09,0.09150000000000016,5.027993679046631
0.0,-5e-09,-1e-07,-4e-08,0.09100000000000016,5.144994497299194
-1e-07,-1.5e-08,0.0,-1e-08,0.09050000000000016,5.268996715545654
-1e-07,-5e-09,-1e-07,-2e-08,0.09000000000000016,5.4019951820373535
0.0,-3e-08,-1e-07,-2e-08,0.08950000000000016,5.516992807388306
-1e-07,-1e-08,0.0,0.0,0.08900000000000016,5.635998487472534
0.0,0.0,0.0,2.5e-08,0.08850000000000016,5.749992370605469
-1e-07,0.0,-1e-07,-5e-09,0.08800000000000016,5.868998289108276
0.0,1.5e-08,-1e-07,-2.5e-08,0.08750000000000016,6.004998207092285
-1e-07,-1.5e-08,0.0,-2e-08,0.08700000000000016,6.144992351531982
0.0,-1.5e-08,0.0,5e-09,0.08650000000000016,6.25899338722229
0.0,-2e-08,-1e-07,-1e-08,0.08600000000000016,6.3899924755096436
-1e-07,-3e-08,-1e-07,0.0,0.08550000000000016,6.522999286651611
-1e-07,-2.5e-08,0.0,-1e-08,0.08500000000000016,6.63399338722229
0.0,2.5e-08,-1e-07,-2.5e-08,0.08450000000000016,6.765993356704712
-1e-07,-2.5e-08,0.0,0.0,0.08400000000000016,6.874992847442627
0.0,-1.5e-08,-1e-07,0.0,0.08350000000000016,6.987994909286499
0.0,1.5e-08,-1e-07,0.0,0.08300000000000016,7.108993291854858
0.0,-1.5e-08,-1e-07,1e-08,0.08250000000000016,7.227992296218872
0.0,-2.5e-08,0.0,-1.5e-08,0.08200000000000016,7.343992471694946
0.0,5e-09,0.0,1.5e-08,0.08150000000000016,7.453993320465088
-1e-07,-2e-08,0.0,2e-08,0.08100000000000016,7.563992977142334
0.0,-1e-08,-1e-07,1e-08,0.08050000000000015,7.671994209289551
0.0,4e-08,0.0,0.0,0.08000000000000015,7.783998012542725
0.0,2e-08,-1e-07,1e-08,0.07950000000000015,7.893993616104126
-1e-07,2e-08,0.0,0.0,0.07900000000000015,8.044997692108154
-1e-07,-1.5e-08,0.0,-1e-08,0.07850000000000015,8.157997608184814
0.0,5e-09,-1e-07,-5e-09,0.07800000000000015,8.26799750328064
-1e-07,-3e-08,0.0,-1.5e-08,0.07750000000000015,8.37699270248413
-1e-07,0.0,0.0,-2e-08,0.07700000000000015,8.485997438430786
0.0,-1.5e-08,0.0,3e-08,0.07650000000000015,8.595991611480713
0.0,-1.5e-08,-1e-07,-1.5e-08,0.07600000000000015,8.706992149353027
-1e-07,2e-08,-1e-07,0.0,0.07550000000000015,8.839998722076416
0.0,-1e-08,-1e-07,0.0,0.07500000000000015,8.960994482040405
-1e-07,1.5e-08,-1e-07,-2.5e-08,0.07450000000000015,9.073993682861328
0.0,1.5e-08,-1e-07,2e-08,0.07400000000000015,9.180992603302002
0.0,-1e-08,0.0,-3.5e-08,0.07350000000000015,9.287993669509888
-1e-07,-5e-09,0.0,-3.5e-08,0.07300000000000015,9.399998188018799
-1e-07,0.0,0.0,-1.5e-08,0.07250000000000015,9.509993314743042
0.0,-1e-08,-1e-07,2.5e-08,0.07200000000000015,9.622994661331177
0.0,-1.5e-08,-1e-07,0.0,0.07150000000000015,9.7429940700531
-1e-07,5e-09,-1e-07,-5e-09,0.07100000000000015,9.859998226165771
-1e-07,-5e-09,-1e-07,-1e-08,0.07050000000000015,9.989996671676636
-1e-07,-1.5e-08,0.0,-1.5e-08,0.07000000000000015,10.099992752075195
-1e-07,-7e-08,0.0,5e-09,0.06950000000000014,10.207995176315308
-1e-07,5e-09,0.0,-1.5e-08,0.06900000000000014,10.316992282867432
-1e-07,5e-09,-1e-07,-1e-08,0.06850000000000014,10.427992582321167
0.0,-1.5e-08,0.0,1.5e-08,0.06800000000000014,10.533993244171143
-1e-07,0.0,-1e-07,-1e-08,0.06750000000000014,10.663993835449219
-1e-07,-1.5e-08,0.0,-5e-09,0.06700000000000014,10.783995389938354
-1e-07,-3.5e-08,-1e-07,-2e-08,0.06650000000000014,10.897998332977295
0.0,-1e-08,0.0,-5e-09,0.06600000000000014,11.007996320724487
0.0,-1.5e-08,0.0,1e-08,0.06550000000000014,11.112992525100708
-1e-07,0.0,0.0,-1e-08,0.06500000000000014,11.242998361587524
-1e-07,-2e-08,-1e-07,-1.5e-08,0.06450000000000014,11.379993915557861
-1e-07,-1.5e-08,0.0,5e-09,0.06400000000000014,11.515995740890503
-1e-07,-1.5e-08,0.0,1e-08,0.06350000000000014,11.667999267578125
-1e-07,-1e-08,0.0,-5e-09,0.06300000000000014,11.827992916107178
0.0,5e-09,0.0,-1e-08,0.06250000000000014,11.985994338989258
-1e-07,-1e-08,0.0,-2e-08,0.06200000000000014,12.104991912841797
-1e-07,-5e-09,-1e-07,-4e-08,0.06150000000000014,12.22200345993042
-1e-07,-5e-09,-1e-07,-5e-09,0.06100000000000014,12.334999322891235
-1e-07,0.0,0.0,-2.5e-08,0.06050000000000014,12.443993330001831
-1e-07,5e-09,0.0,-2e-08,0.06000000000000014,12.550992727279663
0.0,1e-08,0.0,-2.5e-08,0.059500000000000136,12.660998582839966
0.0,-1e-08,0.0,0.0,0.059000000000000136,12.768993854522705
-1e-07,-3e-08,0.0,-1.5e-08,0.058500000000000135,12.900992393493652
0.0,5e-09,0.0,0.0,0.058000000000000135,13.022993564605713
-1e-07,-1e-08,-1e-07,0.0,0.057500000000000134,13.153995275497437
-1e-07,-2e-08,-1e-07,-2.5e-08,0.057000000000000134,13.262993812561035
-1e-07,0.0,-1e-07,2e-08,0.05650000000000013,13.372992515563965
0.0,1e-08,-1e-07,-5e-09,0.05600000000000013,13.481998443603516
-1e-07,-3e-08,0.0,-2.5e-08,0.05550000000000013,13.598998308181763
-1e-07,-1.5e-08,-1e-07,1.5e-08,0.05500000000000013,13.721993207931519
-1e-07,1.5e-08,-1e-07,-5e-09,0.05450000000000013,13.841993808746338
0.0,1.5e-08,-1e-07,0.0,0.05400000000000013,13.955992460250854
0.0,-2e-08,-1e-07,0.0,0.05350000000000013,14.065998077392578
0.0,-1.5e-08,-1e-07,5e-09,0.05300000000000013,14.176992416381836
-1e-07,5e-09,-1e-07,-1e-08,0.05250000000000013,14.286992311477661
-1e-07,-1e-08,0.0,-5e-08,0.05200000000000013,14.395998477935791
0.0,-2.5e-08,0.0,5e-09,0.05150000000000013,14.52599835395813
0.0,-5e-09,0.0,-5e-09,0.05100000000000013,14.642998695373535
0.0,1e-08,0.0,0.0,0.05050000000000013,14.75199580192566
-1e-07,-1e-08,-1e-07,-5e-09,0.05000000000000013,14.861994981765747
-1e-07,5e-09,-1e-07,4.5e-08,0.04950000000000013,14.974993228912354
-1e-07,-2.5e-08,0.0,-1e-08,0.04900000000000013,15.099998712539673
-1e-07,-1e-08,-1e-07,-3.5e-08,0.048500000000000126,15.21199893951416
0.0,2.5e-08,-1e-07,0.0,0.048000000000000126,15.341001033782959
-1e-07,1e-08,-1e-07,5e-09,0.047500000000000125,15.46599292755127
0.0,1e-08,0.0,1.5e-08,0.047000000000000125,15.57399296760559
-1e-07,1e-08,-1e-07,-1e-08,0.046500000000000125,15.683992385864258
0.0,5e-09,0.0,1e-08,0.046000000000000124,15.792999267578125
-1e-07,5e-09,0.0,3.5e-08,0.045500000000000124,15.899998188018799
0.0,-2.5e-08,0.0,1e-08,0.04500000000000012,16.010998487472534
0.0,-3.5e-08,0.0,5e-09,0.04450000000000012,16.137993574142456
-1e-07,0.0,0.0,-1.5e-08,0.04400000000000012,16.263996362686157
-1e-07,0.0,0.0,-1e-08,0.04350000000000012,16.377992630004883
-1e-07,5e-09,0.0,-5e-09,0.04300000000000012,16.48999547958374
-1e-07,-2e-08,0.0,0.0,0.04250000000000012,16.598999500274658
0.0,-2e-08,-1e-07,-5e-09,0.04200000000000012,16.71199870109558
-1e-07,-2e-08,-1e-07,-1.5e-08,0.04150000000000012,16.82499647140503
0.0,-2e-08,-1e-07,-5e-09,0.04100000000000012,16.951993465423584
-1e-07,-2.5e-08,-1e-07,-2e-08,0.04050000000000012,17.081995487213135
