#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 0.3 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.075 T
#	Lockin AC Gain: 40 dB
#	Lockin Frequency: 3137.17 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 02:44pm 2021-05-27
#	Sample Name: PHE
#	First Harmonic Lockin Sensitivity: 0.001 V
#	Second Harmonic Lockin Sensitivity: 5e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.1 s
#	Second Harmonic Lockin Time Constant: 0.1 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
-0.00021,-2e-08,-1.32e-05,1.15e-07,0.0,0.0,0.3580050468444824
-0.0002155,-1e-08,-1.33e-05,1.55e-07,1.0,1.0,2.197999954223633
-0.0002213,-1.5e-08,-1.34e-05,1.15e-07,2.0,2.0,4.059004783630371
-0.0002265,-4e-08,-1.34e-05,1.25e-07,2.9995,3.0,5.920998811721802
-0.000232,-4e-08,-1.34e-05,1.15e-07,4.0005,4.0,7.765000581741333
-0.0002367,-3.5e-08,-1.34e-05,1.15e-07,5.0,5.0,9.608000993728638
-0.0002418,-2.5e-08,-1.34e-05,1.1e-07,5.999,6.0,11.473004817962646
-0.0002467,-1.5e-08,-1.35e-05,1.15e-07,6.999,7.0,13.334004640579224
-0.000252,-2e-08,-1.35e-05,1.05e-07,7.999,8.0,15.196000099182129
-0.0002568,-4e-08,-1.35e-05,8.5e-08,9.0,9.0,17.04200506210327
-0.0002615,-2.5e-08,-1.35e-05,9e-08,9.999,10.0,18.902000188827515
-0.0002664,-2.5e-08,-1.35e-05,9.5e-08,10.9995,11.0,20.763999700546265
-0.000271,-3e-08,-1.36e-05,8.5e-08,11.999,12.0,22.60700035095215
-0.0002755,-4e-08,-1.36e-05,8.5e-08,13.0,13.0,24.45000147819519
-0.0002802,-2.5e-08,-1.36e-05,8e-08,13.9995,14.0,26.313000440597534
-0.0002841,-2.5e-08,-1.36e-05,8.5e-08,15.0035,15.0,28.177000284194946
-0.0002883,-2.5e-08,-1.36e-05,8e-08,15.999,16.0,30.038005113601685
-0.0002925,-3.5e-08,-1.36e-05,6e-08,16.9995,17.0,31.918999671936035
-0.0002964,-2e-08,-1.37e-05,7e-08,17.999,18.0,33.7820041179657
-0.0003004,-3e-08,-1.37e-05,7e-08,18.9995,19.0,35.62499976158142
-0.0003044,-2.5e-08,-1.37e-05,6e-08,19.9995,20.0,37.46799898147583
-0.000308,-4.5e-08,-1.37e-05,7e-08,21.0,21.0,39.311002254486084
-0.0003115,-2e-08,-1.37e-05,6.5e-08,21.9995,22.0,41.15499997138977
-0.0003153,-3.5e-08,-1.37e-05,4e-08,22.9995,23.0,43.02000617980957
-0.0003186,-1.5e-08,-1.37e-05,4.5e-08,23.9995,24.0,44.862001180648804
-0.0003216,-3.5e-08,-1.38e-05,2.5e-08,24.9995,25.0,46.703001260757446
-0.0003247,-3e-08,-1.38e-05,3e-08,25.9995,26.0,48.56500458717346
-0.0003277,-2e-08,-1.38e-05,3e-08,26.9995,27.0,50.446999311447144
-0.0003305,-3.5e-08,-1.38e-05,1e-08,28.0,28.0,52.309999227523804
-0.0003332,-4.5e-08,-1.38e-05,2.5e-08,28.9995,29.0,54.153000593185425
-0.0003356,-3e-08,-1.38e-05,0.0,29.9995,30.0,56.015000343322754
-0.0003378,-4e-08,-1.38e-05,5e-09,30.9995,31.0,57.86100196838379
-0.0003401,-3.5e-08,-1.38e-05,5e-09,31.999,32.0,59.701998710632324
-0.0003418,-5.5e-08,-1.39e-05,0.0,33.0,33.0,61.56400489807129
-0.0003438,-3.5e-08,-1.39e-05,0.0,33.9995,34.0,63.42699933052063
-0.0003453,-4e-08,-1.39e-05,0.0,34.9995,35.0,65.27000427246094
-0.0003466,-3e-08,-1.39e-05,-1e-08,35.9995,36.0,67.11299967765808
-0.0003481,-3.5e-08,-1.4e-05,-3e-08,37.0,37.0,68.99700474739075
-0.0003491,-5e-08,-1.4e-05,-2.5e-08,37.999,38.0,70.84000182151794
-0.0003502,-4e-08,-1.4e-05,-3.5e-08,38.9995,39.0,72.68199920654297
-0.0003513,-4e-08,-1.4e-05,-4.5e-08,39.9995,40.0,74.52400517463684
-0.000352,-4e-08,-1.4e-05,-4e-08,40.9995,41.0,76.36700534820557
-0.0003534,-3.5e-08,-1.4e-05,-5e-08,41.9995,42.0,78.23000049591064
-0.0003535,-5.5e-08,-1.4e-05,-6.5e-08,42.9995,43.0,80.09300565719604
-0.0003536,-4e-08,-1.4e-05,-5.5e-08,43.999,44.0,81.93600058555603
-0.0003535,-4e-08,-1.4e-05,-8e-08,45.0,45.0,83.7979998588562
-0.0003535,-4e-08,-1.41e-05,-7e-08,45.999,46.0,85.66800498962402
-0.0003531,-3.5e-08,-1.41e-05,-6.5e-08,46.9995,47.0,87.54300594329834
-0.0003527,-4.5e-08,-1.41e-05,-7.5e-08,47.999,48.0,89.42400455474854
-0.0003518,-5e-08,-1.41e-05,-9.5e-08,49.0,49.0,91.26800584793091
-0.0003511,-3e-08,-1.41e-05,-9.5e-08,49.9995,50.0,93.111004114151
-0.00035,-4.5e-08,-1.41e-05,-9e-08,50.999,51.0,94.97199940681458
-0.0003487,-3.5e-08,-1.41e-05,-9.5e-08,51.9995,52.0,96.81800198554993
-0.0003472,-4e-08,-1.41e-05,-1.15e-07,53.0,53.0,98.67899870872498
-0.0003454,-4e-08,-1.41e-05,-1.2e-07,53.9995,54.0,100.54100489616394
-0.0003441,-3e-08,-1.41e-05,-1.25e-07,54.999,55.0,102.40400004386902
-0.0003419,-4e-08,-1.41e-05,-1.25e-07,55.999,56.0,104.24700498580933
-0.0003396,-6e-08,-1.4e-05,-1.35e-07,56.9995,57.0,106.09000039100647
-0.0003371,-2.5e-08,-1.4e-05,-1.4e-07,58.0,58.0,107.95199990272522
-0.000335,-5e-08,-1.4e-05,-1.45e-07,58.999,59.0,109.79599976539612
-0.0003324,-4.5e-08,-1.4e-05,-1.55e-07,59.9995,60.0,111.65700078010559
-0.0003297,-5e-08,-1.4e-05,-1.55e-07,61.0,61.0,113.50100088119507
-0.0003265,-4.5e-08,-1.4e-05,-1.65e-07,61.9995,62.0,115.3480007648468
-0.0003236,-4.5e-08,-1.4e-05,-1.7e-07,62.9995,63.0,117.20700478553772
-0.0003202,-3.5e-08,-1.4e-05,-1.6e-07,63.999,64.0,119.05000448226929
-0.000317,-4e-08,-1.4e-05,-1.5e-07,65.0,65.0,120.91199970245361
-0.0003137,-2e-08,-1.39e-05,-1.75e-07,65.9995,66.0,122.75599956512451
-0.0003098,-2e-08,-1.39e-05,-1.7e-07,66.9995,67.0,124.61800479888916
-0.0003065,-4e-08,-1.39e-05,-2.1e-07,67.9995,68.0,126.50000023841858
-0.0003025,-4e-08,-1.39e-05,-2.05e-07,69.0,69.0,128.34600067138672
-0.0002983,-4e-08,-1.39e-05,-2.1e-07,69.9995,70.0,130.20500493049622
-0.0002941,-4e-08,-1.39e-05,-2e-07,70.9995,71.0,132.0680000782013
-0.0002895,-3.5e-08,-1.38e-05,-2.05e-07,71.9995,72.0,133.91100525856018
-0.0002853,-4.5e-08,-1.38e-05,-2.2e-07,73.0,73.0,135.7729992866516
-0.0002808,-3.5e-08,-1.37e-05,-2.25e-07,73.999,74.0,137.61600470542908
-0.0002764,-5e-08,-1.37e-05,-2.2e-07,74.9995,75.0,139.45900082588196
-0.0002717,-4.5e-08,-1.37e-05,-2.25e-07,75.9995,76.0,141.3300051689148
-0.0002671,-4e-08,-1.37e-05,-2.3e-07,77.0,77.0,143.18400764465332
-0.0002621,-4e-08,-1.37e-05,-2.35e-07,77.9995,78.0,145.04699873924255
-0.000257,-5e-08,-1.37e-05,-2.4e-07,78.9995,79.0,146.90900588035583
-0.000252,-4e-08,-1.36e-05,-2.45e-07,79.9995,80.0,148.753999710083
-0.0002471,-4.5e-08,-1.36e-05,-2.3e-07,81.0,81.0,150.5970048904419
-0.0002418,-5e-08,-1.36e-05,-2.35e-07,81.9995,82.0,152.4410002231598
-0.0002366,-3e-08,-1.36e-05,-2.35e-07,82.999,83.0,154.28799867630005
-0.0002311,-4.5e-08,-1.35e-05,-2.25e-07,84.001,84.0,156.14600038528442
-0.000226,-4.5e-08,-1.35e-05,-2.35e-07,85.0,85.0,157.99000144004822
-0.0002205,-3.5e-08,-1.35e-05,-2.4e-07,85.9995,86.0,159.83299922943115
-0.0002153,-2.5e-08,-1.35e-05,-2.4e-07,87.0,87.0,161.67600464820862
-0.0002097,-4e-08,-1.34e-05,-2.3e-07,88.0,88.0,163.5190019607544
-0.0002045,-3.5e-08,-1.34e-05,-2.3e-07,89.0,89.0,165.36199975013733
-0.0001992,-3.5e-08,-1.34e-05,-2.2e-07,90.0005,90.0,167.20800614356995
-0.0001934,-5e-08,-1.34e-05,-2.4e-07,91.002,91.0,169.06800484657288
-0.000188,-3e-08,-1.34e-05,-2.35e-07,91.9995,92.0,170.93000531196594
-0.0001825,-2e-08,-1.33e-05,-2.35e-07,93.0,93.0,172.77300429344177
-0.0001771,-2e-08,-1.33e-05,-2.2e-07,93.9995,94.0,174.63600516319275
-0.0001718,-2.5e-08,-1.33e-05,-2.3e-07,94.9995,95.0,176.47899985313416
-0.0001668,-3.5e-08,-1.32e-05,-2.3e-07,95.999,96.0,178.34200882911682
-0.000161,-2.5e-08,-1.32e-05,-2.3e-07,97.0,97.0,180.20400476455688
