#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 0.3 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.1 T
#	Lockin AC Gain: 40 dB
#	Lockin Frequency: 3137.17 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 07:38pm 2021-05-27
#	Sample Name: PHE
#	First Harmonic Lockin Sensitivity: 0.001 V
#	Second Harmonic Lockin Sensitivity: 5e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.1 s
#	Second Harmonic Lockin Time Constant: 0.1 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
-4.79e-05,2.5e-08,-1.29e-05,1.4e-07,0.0,0.0,0.3680002689361572
-5.33e-05,-2.5e-08,-1.29e-05,1e-07,1.0,1.0,2.2100000381469727
-5.83e-05,-2e-08,-1.29e-05,8e-08,1.9995,2.0,4.052998781204224
-6.39e-05,-2e-08,-1.29e-05,9e-08,2.9995,3.0,5.9149980545043945
-6.9e-05,-3.5e-08,-1.3e-05,9e-08,4.002,4.0,7.75799822807312
-7.42e-05,-3.5e-08,-1.3e-05,7e-08,5.0,5.0,9.601004123687744
-7.93e-05,-2.5e-08,-1.3e-05,5e-08,5.9995,6.0,11.448003768920898
-8.45e-05,-3.5e-08,-1.31e-05,6.5e-08,7.0,7.0,13.306998491287231
-8.94e-05,-2e-08,-1.31e-05,4e-08,7.9995,8.0,15.170004606246948
-9.45e-05,-2e-08,-1.31e-05,4.5e-08,8.9995,9.0,17.013003826141357
-9.95e-05,-2e-08,-1.31e-05,5e-09,9.9995,10.0,18.857998371124268
-0.0001046,-2.5e-08,-1.32e-05,1e-08,10.9995,11.0,20.70200514793396
-0.0001095,-2.5e-08,-1.32e-05,-5e-09,11.999,12.0,22.56300401687622
-0.0001143,-4.5e-08,-1.32e-05,-3e-08,12.9995,13.0,24.425004243850708
-0.0001188,0.0,-1.32e-05,-5e-08,13.9995,14.0,26.28800368309021
-0.0001231,-3e-08,-1.33e-05,-4e-08,14.999,15.0,28.16999912261963
-0.000128,-2e-08,-1.33e-05,-9e-08,15.9995,16.0,30.013004302978516
