#Procedure: <sagnac.procedures.HeterodyneProcedure.sagnacOpticsXportProcedure>
#Parameters:
#	Amp Gain: 0 x
#	Applied Sample Voltage: 6 V
#	Apply a Bias Field?: False
#	Number of Averages: 1
#	Bias Field x: 0 T
#	Bias Field y: 0 T
#	Bias Field z: 0 T
#	Applied Sample Current frequency: 3.137 kHz
#	Output Voltage: 0.65 V
#	EOM Frequency: 3.3477e+06 MHz
#	Filter Order First Harmonic: 8
#	Lockin Time Constant First Harmonic: 2 s
#	Hysteresis Sweep?: False
#	50 Ohm Input Impedance: True
#	input range: 1 V
#	Time Queued: 09:57pm 2021-05-18
#	Reverse?: False
#	Sample Name: C5R5_M-
#	Saturate First?: True
#	Saturating Magnetic Field: -0.1 T
#	Saturating Magnetic Field Azimuth: 90 deg
#	Saturating Magnetic Field Polar: 90 deg
#	Filter Order Second Harmonic: 8
#	Lockin Time Constant Second Harmonic: 2 s
#	Settling: 24 s
#	Bias Magnetic Field: 0.08 T
#	Bias Magnetic Field Azimuth: 0 deg
#	Bias Magnetic Field Polar: 0 deg
#	Bias Magnetic Field step: 0.01 T
#	Pre Measurement Wait Time: 0 s
#Data:
ThetaK,X1,Y1,X2,Y2,DeltaThetaK,DeltaX1,DeltaY1,TX1,TY1,TX2,TY2,sweep_field,elapsed_time
-0.0008014370211511343,0.0011780454358107939,-3.2751227018713287e-06,0.4199958328789057,-0.399081965857062,-1.2269710185257728e-07,4.5088582515921455e-08,2.488232386303627e-07,-0.003278263224970096,0.0011779024429719221,-1.5122969143315523e-05,0.0011112666934416954,0.08,24.209002017974854
-0.0008039523600605826,0.001181557067123474,-3.0427256745702936e-06,0.4199297222908978,-0.3990192494057116,1.1530785574677484e-06,-4.236653227500935e-07,-4.597862366401357e-07,-0.0032842721043436175,0.0011778709152394302,-1.5150606481561128e-05,0.0011109116167349483,0.07,48.60898947715759
-0.0008091779044784126,0.001188652950323918,-3.753413547914729e-06,0.41973747270880146,-0.39882329026132196,3.892332584979821e-09,-1.4294225491095843e-09,-3.030016618239296e-07,-0.003295988755003128,0.0011779647489112669,-1.5118809564593427e-05,0.001109765510261066,0.06,73.00298953056335
-0.0008140103989843361,0.0011956028909289173,-3.594071678719024e-06,0.41968097921305353,-0.39877365019885513,7.974069415646621e-07,-2.9280375394258333e-07,-4.865737957664581e-07,-0.0033061423094675408,0.0011780609629539036,-1.5128197100718364e-05,0.0011084411300324505,0.05,97.39399456977844
-0.0008168850807678766,0.001199343264732837,-2.350022548438622e-06,0.41951093451276494,-0.39861348226829435,2.91944929121495e-06,-1.0715762875477854e-06,-1.6979181538769352e-08,-0.003315092537883862,0.0011781066978827665,-1.5092608238613696e-05,0.00110706069591441,0.04,121.80698823928833
-0.0008214869412331693,0.001205685975009104,-4.226317674233999e-06,0.4193578853644664,-0.3984767514181638,-1.532451992708034e-06,5.62289587254686e-07,-7.312275389602655e-08,-0.00332256027417844,0.00117816307672104,-1.5107148081422536e-05,0.0011060230690699182,0.03,146.2089855670929
-0.0008233236551581218,0.0012080868828709718,-3.0277157286677187e-06,0.4192611607593858,-0.39837953178793495,-2.961376735616043e-06,1.0863276955639065e-06,-2.5581469166796535e-07,-0.003329382815952429,0.0011781750960199579,-1.5057909704056552e-05,0.0011055234980670773,0.02,170.61398553848267
-0.0008261826306499654,0.0012120302620517902,-3.5614149000298526e-06,0.41916696797089686,-0.39829682258481064,-4.4124076589125905e-07,1.6182761975080734e-07,-1.1612972466056762e-08,-0.0033346654528207892,0.0011782486890900934,-1.5115641610683969e-05,0.0011054525384696537,0.01,195.00299453735352
-0.0008261501346106176,0.0012117360384342746,-4.621300990127425e-06,0.41908009515352473,-0.39821579790917505,-6.905746093604563e-07,2.5322073580321446e-07,3.2837174516851223e-07,-0.0033405967120024908,0.0011782660433702896,-1.5142598286297669e-05,0.0011060194279478338,0.0,219.39498281478882
-0.0008263790304714672,0.0012124140848646975,-4.150839814090342e-06,0.41920205207172007,-0.3983282636434498,-2.3163449772597227e-07,8.496000670267877e-08,7.950961802994084e-07,-0.003341052747662008,0.0011782340578418197,-1.5082603931729657e-05,0.0011057996186373347,-0.01,243.78998470306396
-0.0008243711470875008,0.001209394741886574,-3.9232710379169064e-06,0.4191778350793643,-0.3983040600803027,-4.4265493642755605e-07,1.6234922504022455e-07,-1.5007321399223817e-07,-0.0033386015206913855,0.001178273002989108,-1.5046581290963067e-05,0.0011050318962114365,-0.02,268.18699741363525
-0.0008234898408495267,0.0012078776292963741,-4.440882544225663e-06,0.4190938359831627,-0.39823014634849113,-4.216793873607631e-08,1.546274807926508e-08,-1.3704044683254444e-07,-0.0033381692371983263,0.0011781427677880472,-1.5072796492199526e-05,0.0011061772009593924,-0.03,292.60899329185486
-0.0008198607309551898,0.0012026986971106612,-3.726724399649732e-06,0.419152710718048,-0.3982778919500714,-6.992484167575614e-07,2.564412388357518e-07,1.0255818155257274e-07,-0.0033369515655533788,0.0011781858883977176,-1.505434819786094e-05,0.001107921565852415,-0.04,317.01698565483093
-0.0008163488497562589,0.0011977710053056906,-2.993719469908863e-06,0.4192307265934322,-0.39835241892000156,-2.589982168023886e-07,9.500236294585497e-08,-1.3251150908674126e-07,-0.003328822141788801,0.0011782143521798967,-1.5045386508272466e-05,0.001107452133681528,-0.05,341.4069972038269
-0.0008119771684692804,0.0011915289671024232,-3.9089984541627556e-06,0.4192821528917279,-0.3984100080017753,2.0696546480877468e-06,-7.592735956773026e-07,3.346878314948503e-08,-0.0033194118894258346,0.0011781957149878419,-1.5089268360902298e-05,0.0011076686618504271,-0.06,365.81898498535156
-0.0008073880642231066,0.0011854345440459265,-3.133819207297397e-06,0.41951686521872267,-0.39862516332903575,-5.01591746702932e-07,1.8411334434065614e-07,-7.25346091257562e-07,-0.0033094510605692095,0.001178102560615065,-1.511863256842794e-05,0.0011094037686509536,-0.07,390.2119872570038
-0.0008019962662337408,0.0011777015315866351,-3.8086179971027305e-06,0.4195794475821935,-0.3986872571290034,5.560059581599749e-07,-2.0411831529114532e-07,-6.670234974940367e-07,-0.0032979549406717407,0.0011780385806172678,-1.511992215515594e-05,0.0011103004562141605,-0.08,414.5989866256714
