#Procedure: <daedalus.procedures.STFMRProcedure.PHSTFMRProcedure>
#Parameters:
#	AM Depth: 100
#	AM Frequency: 1713 Hz
#	Magnet Calibration Filename: ./calibrations/daedalus
#	DC Bias Current: 0 A
#	Delay: 0.15 s
#	Magnetic Field Azimuthal Angle: 45 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: False
#	Longitudinal Gain: 40 dB
#	Transverse Gain: 40 dB
#	Longitudinal Lockin Phase: 0 deg
#	Transverse Lockin Phase: 0 deg
#	Longitudinal Lockin Sense Mode: A-B
#	Transverse Lockin Sense Mode: A-B
#	Time Queued: 12:01pm 2021-04-24
#	RF Frequency: 8.5 GHz
#	RF Power: 15 dBmW
#	Sample Name: C5R7_40x80_2x05_Pt_L
#	Longitudinal Lockin Sensitivity: 5e-05 V
#	Transverse Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	Longitudinal Lockin Time Constant: 0.05 s
#	Transverse Lockin Time Constant: 0.05 s
#	Use Bias Current: False
#Data:
X,Y,Xt,Yt,field_strength,elapsed_time
5.095e-06,-2e-08,1.0343e-05,5.86e-07,0.2,0.1920006275177002
5.155e-06,0.0,1.0291e-05,3.91e-07,0.1995,0.43599843978881836
5.11e-06,5e-09,1.0292e-05,4.35e-07,0.199,0.6609985828399658
5.155e-06,-3.5e-08,1.0322e-05,3.96e-07,0.1985,0.8860044479370117
5.17e-06,-2.5e-08,1.0268e-05,3.89e-07,0.198,1.0949985980987549
5.17e-06,-2.5e-08,1.0293e-05,4.28e-07,0.1975,1.3029975891113281
5.19e-06,-1e-08,1.0295e-05,4.13e-07,0.197,1.5109989643096924
5.215e-06,-1.5e-08,1.0271e-05,3.95e-07,0.1965,1.7189977169036865
5.205e-06,-2e-08,1.0228e-05,3.8e-07,0.196,1.926997423171997
5.205e-06,0.0,1.0277e-05,3.95e-07,0.1955,2.1330032348632812
5.235e-06,-2e-08,1.0242e-05,4e-07,0.195,2.3419981002807617
5.245e-06,0.0,1.0227e-05,4.26e-07,0.1945,2.5519988536834717
5.27e-06,-1e-08,1.026e-05,3.96e-07,0.194,2.755998373031616
5.3e-06,-5e-09,1.0208e-05,4.15e-07,0.1935,2.9810004234313965
5.29e-06,-1.5e-08,1.0219e-05,4.2e-07,0.193,3.189998149871826
5.305e-06,1e-08,1.0252e-05,3.88e-07,0.1925,3.4000000953674316
5.35e-06,-1e-08,1.0257e-05,4.06e-07,0.192,3.6209981441497803
5.325e-06,0.0,1.0224e-05,3.95e-07,0.1915,3.8309993743896484
5.345e-06,-5e-09,1.0224e-05,4.12e-07,0.191,4.039999723434448
5.385e-06,-2e-08,1.0202e-05,3.93e-07,0.1905,4.259997844696045
5.385e-06,-2e-08,1.0214e-05,3.83e-07,0.19,4.465999126434326
5.39e-06,-2.5e-08,1.0203e-05,4.41e-07,0.1895,4.690998792648315
5.395e-06,-5e-09,1.0189e-05,4.26e-07,0.189,4.937998294830322
5.43e-06,-5e-09,1.0202e-05,4.25e-07,0.1885,5.152998685836792
5.42e-06,-1.5e-08,1.0229e-05,3.74e-07,0.188,5.364998817443848
5.485e-06,-3.5e-08,1.0183e-05,4e-07,0.1875,5.576997518539429
5.465e-06,-2.5e-08,1.018e-05,3.88e-07,0.187,5.782000303268433
5.485e-06,-5e-09,1.0185e-05,4.04e-07,0.1865,5.988999605178833
5.505e-06,-2e-08,1.0198e-05,3.99e-07,0.186,6.197998523712158
5.51e-06,-2e-08,1.0205e-05,3.95e-07,0.1855,6.421997785568237
5.54e-06,-5e-09,1.0199e-05,3.83e-07,0.185,6.627997636795044
5.565e-06,-1.5e-08,1.0159e-05,3.87e-07,0.1845,6.831998825073242
5.57e-06,-1.5e-08,1.0162e-05,3.65e-07,0.184,7.036998271942139
5.575e-06,-1.5e-08,1.0151e-05,4.19e-07,0.1835,7.246999740600586
5.595e-06,-2e-08,1.0153e-05,3.97e-07,0.183,7.45499849319458
5.65e-06,0.0,1.0172e-05,3.82e-07,0.1825,7.66100001335144
5.655e-06,5e-09,1.0153e-05,3.79e-07,0.182,7.873997688293457
5.655e-06,-1e-08,1.0157e-05,3.91e-07,0.1815,8.094000816345215
5.66e-06,-1e-08,1.012e-05,4.04e-07,0.181,8.30500054359436
5.7e-06,-2.5e-08,1.0129e-05,4.12e-07,0.1805,8.502997875213623
5.7e-06,-1e-08,1.0136e-05,3.91e-07,0.18,8.734002590179443
5.73e-06,-1e-08,1.0134e-05,3.92e-07,0.1795,8.988999366760254
5.735e-06,-2.5e-08,1.0117e-05,4.12e-07,0.179,9.20300579071045
5.73e-06,-3e-08,1.0115e-05,3.43e-07,0.1785,9.417997598648071
5.755e-06,-2e-08,1.0086e-05,4.12e-07,0.178,9.625998735427856
5.795e-06,-2.5e-08,1.0132e-05,4.02e-07,0.1775,9.830999851226807
5.81e-06,-3e-08,1.0101e-05,3.87e-07,0.177,10.030998468399048
5.835e-06,-5e-09,1.0081e-05,3.83e-07,0.1765,10.243998765945435
5.86e-06,-3e-08,1.0061e-05,3.94e-07,0.176,10.443997859954834
5.875e-06,-1.5e-08,1.0071e-05,3.95e-07,0.17550000000000002,10.654997825622559
5.88e-06,-3e-08,1.0084e-05,3.93e-07,0.17500000000000002,10.860997200012207
5.915e-06,-2e-08,1.0077e-05,4.17e-07,0.17450000000000002,11.078997611999512
5.945e-06,-2e-08,1.0061e-05,3.67e-07,0.17400000000000002,11.287999153137207
5.955e-06,-1e-08,9.988e-06,3.97e-07,0.17350000000000002,11.48899793624878
5.97e-06,-2e-08,1.0049e-05,4.05e-07,0.17300000000000001,11.699999570846558
6.02e-06,-2.5e-08,1.0035e-05,4.07e-07,0.17250000000000001,11.92799997329712
6.04e-06,-1.5e-08,1.0041e-05,4.17e-07,0.17200000000000001,12.1329984664917
6.07e-06,0.0,1.0042e-05,4.09e-07,0.1715,12.330997705459595
6.105e-06,-3e-08,1.0013e-05,3.84e-07,0.171,12.556999206542969
6.105e-06,-2e-08,1.0002e-05,3.92e-07,0.1705,12.755998373031616
6.125e-06,-3.5e-08,1.0018e-05,3.74e-07,0.17,12.956998109817505
6.135e-06,-4e-08,1.001e-05,3.99e-07,0.1695,13.155998229980469
6.155e-06,0.0,1.0009e-05,3.52e-07,0.169,13.354998111724854
6.21e-06,-1.5e-08,9.985e-06,3.66e-07,0.1685,13.553998708724976
6.23e-06,-2.5e-08,9.972e-06,3.89e-07,0.168,13.753998279571533
6.27e-06,1e-08,9.969e-06,3.9e-07,0.1675,13.954998016357422
6.295e-06,-2e-08,9.975e-06,3.82e-07,0.167,14.15299940109253
6.31e-06,-1e-08,9.941e-06,4.05e-07,0.1665,14.352999448776245
6.355e-06,-5e-09,9.918e-06,4.06e-07,0.166,14.552999496459961
6.35e-06,-1e-08,9.905e-06,3.96e-07,0.1655,14.752999067306519
6.37e-06,-1.5e-08,9.895e-06,3.46e-07,0.165,14.952999353408813
6.42e-06,-5e-08,9.914e-06,3.94e-07,0.1645,15.151997804641724
6.46e-06,-4.5e-08,9.874e-06,4e-07,0.164,15.34799838066101
6.475e-06,-4e-08,9.906e-06,3.94e-07,0.1635,15.550998210906982
6.52e-06,-2e-08,9.889e-06,4.25e-07,0.163,15.760998249053955
6.555e-06,-4.5e-08,9.883e-06,4.37e-07,0.1625,15.962998151779175
6.555e-06,1e-08,9.893e-06,3.72e-07,0.162,16.160998344421387
6.62e-06,-2e-08,9.877e-06,3.7e-07,0.1615,16.38999915122986
6.64e-06,-1.5e-08,9.854e-06,3.67e-07,0.161,16.58599853515625
6.68e-06,-3e-08,9.871e-06,3.52e-07,0.1605,16.784997940063477
6.73e-06,-2e-08,9.849e-06,3.93e-07,0.16,16.98399782180786
6.745e-06,-1.5e-08,9.828e-06,3.99e-07,0.1595,17.1809983253479
6.78e-06,-4e-08,9.806e-06,3.71e-07,0.159,17.378998279571533
6.825e-06,-2.5e-08,9.828e-06,3.74e-07,0.1585,17.5749990940094
6.885e-06,-2e-08,9.788e-06,3.77e-07,0.158,17.773998260498047
6.92e-06,-1.5e-08,9.74e-06,3.79e-07,0.1575,17.97199773788452
