#Procedure: <daedalus.procedures.STFMRProcedure.PHSTFMRProcedure>
#Parameters:
#	AM Depth: 100
#	AM Frequency: 1713 Hz
#	Magnet Calibration Filename: ./calibrations/daedalus
#	DC Bias Current: 0 A
#	Delay: 0.15 s
#	Magnetic Field Azimuthal Angle: 135 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: True
#	Longitudinal Gain: 40 dB
#	Transverse Gain: 40 dB
#	Longitudinal Lockin Phase: 0 deg
#	Transverse Lockin Phase: 0 deg
#	Longitudinal Lockin Sense Mode: A-B
#	Transverse Lockin Sense Mode: A-B
#	Time Queued: 11:47am 2021-04-24
#	RF Frequency: 10 GHz
#	RF Power: 15 dBmW
#	Sample Name: C5R7_40x80_6x05_Pt_L
#	Longitudinal Lockin Sensitivity: 5e-05 V
#	Transverse Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	Longitudinal Lockin Time Constant: 0.05 s
#	Transverse Lockin Time Constant: 0.05 s
#	Use Bias Current: False
#Data:
X,Y,Xt,Yt,field_strength,elapsed_time
-4.175e-06,1e-08,-4.763e-06,-5.7e-08,0.2,0.1940000057220459
-4.23e-06,5e-09,-4.836e-06,-1.81e-07,0.1995,0.39999985694885254
-3.835e-06,-3e-08,-4.85e-06,-2.07e-07,0.199,0.6240003108978271
-4.245e-06,0.0,-4.84e-06,-1.74e-07,0.1985,0.8329999446868896
-4.545e-06,1e-08,-4.813e-06,-1.67e-07,0.198,1.0400025844573975
-4.595e-06,-5e-09,-4.803e-06,-1.94e-07,0.1975,1.2690000534057617
-4.81e-06,-1.5e-08,-4.853e-06,-1.82e-07,0.197,1.554006576538086
-4.875e-06,5e-09,-4.858e-06,-1.88e-07,0.1965,1.8180038928985596
-4.835e-06,0.0,-4.848e-06,-2.05e-07,0.196,2.0290017127990723
-4.795e-06,-1.5e-08,-4.851e-06,-2.04e-07,0.1955,2.2410054206848145
-4.685e-06,-2e-08,-4.834e-06,-1.98e-07,0.195,2.457005500793457
-4.62e-06,-1e-08,-4.906e-06,-1.82e-07,0.1945,2.6750004291534424
-4.635e-06,5e-09,-4.837e-06,-1.59e-07,0.194,2.8810057640075684
-4.71e-06,-1e-08,-4.859e-06,-1.79e-07,0.1935,3.086000680923462
-4.77e-06,-4e-08,-4.875e-06,-2.07e-07,0.193,3.2910068035125732
-4.845e-06,-2.5e-08,-4.874e-06,-1.91e-07,0.1925,3.499000072479248
-4.955e-06,-2e-08,-4.884e-06,-2.16e-07,0.192,3.7190001010894775
-4.945e-06,-1e-08,-4.882e-06,-2.2e-07,0.1915,3.9250001907348633
-4.935e-06,-1e-08,-4.865e-06,-1.87e-07,0.191,4.133001089096069
-4.885e-06,-4.5e-08,-4.896e-06,-2.11e-07,0.1905,4.3420000076293945
-5.005e-06,-1.5e-08,-4.858e-06,-2.04e-07,0.19,4.552000284194946
-5.11e-06,0.0,-4.895e-06,-2.22e-07,0.1895,4.757999658584595
-5.185e-06,0.0,-4.934e-06,-2.27e-07,0.189,4.963002681732178
-5.15e-06,2e-08,-4.897e-06,-1.89e-07,0.1885,5.16700005531311
-5.175e-06,-3e-08,-4.907e-06,-2.12e-07,0.188,5.376999855041504
-5.31e-06,5e-09,-4.941e-06,-2.17e-07,0.1875,5.583001375198364
-5.205e-06,-5e-09,-4.92e-06,-2.17e-07,0.187,5.7910003662109375
-5.435e-06,-2.5e-08,-4.923e-06,-2.15e-07,0.1865,6.000001668930054
-5.43e-06,-1.5e-08,-4.956e-06,-1.93e-07,0.186,6.204999923706055
-5.395e-06,-1.5e-08,-4.915e-06,-1.93e-07,0.1855,6.414001226425171
-5.48e-06,5e-09,-4.943e-06,-2.08e-07,0.185,6.620000123977661
-5.485e-06,-3e-08,-4.979e-06,-2.26e-07,0.1845,6.827999830245972
-5.455e-06,0.0,-4.962e-06,-1.93e-07,0.184,7.035000562667847
-5.515e-06,-2.5e-08,-4.952e-06,-1.97e-07,0.1835,7.253999948501587
-5.495e-06,-1e-08,-4.994e-06,-1.76e-07,0.183,7.464000225067139
-5.525e-06,-1.5e-08,-4.976e-06,-2e-07,0.1825,7.672000885009766
-5.605e-06,5e-09,-4.955e-06,-1.96e-07,0.182,7.904000520706177
-5.725e-06,-5e-09,-4.975e-06,-2.29e-07,0.1815,8.109001636505127
-5.85e-06,0.0,-4.953e-06,-1.61e-07,0.181,8.315999984741211
-5.865e-06,-1e-08,-4.973e-06,-2.03e-07,0.1805,8.522000312805176
-5.83e-06,-5e-09,-5.018e-06,-2.31e-07,0.18,8.727999925613403
-5.965e-06,0.0,-4.982e-06,-2.16e-07,0.1795,8.93500018119812
-6.005e-06,0.0,-4.99e-06,-2.03e-07,0.179,9.142004013061523
-6.035e-06,1e-08,-4.994e-06,-2.01e-07,0.1785,9.341001272201538
-5.96e-06,-1.5e-08,-5.044e-06,-1.91e-07,0.178,9.569000005722046
-6.105e-06,-5e-09,-5.025e-06,-2.1e-07,0.1775,9.771000623703003
-6.17e-06,0.0,-5.053e-06,-1.71e-07,0.177,9.974000930786133
-6.13e-06,-1e-08,-5.053e-06,-2.15e-07,0.1765,10.204999923706055
-6.2e-06,5e-09,-5.017e-06,-2.1e-07,0.176,10.423001289367676
-6.2e-06,-2.5e-08,-5.067e-06,-2.02e-07,0.17550000000000002,10.645005702972412
-6.21e-06,-2e-08,-5.051e-06,-2.1e-07,0.17500000000000002,10.853000164031982
-6.275e-06,-1.5e-08,-5.056e-06,-2.41e-07,0.17450000000000002,11.068001985549927
-6.32e-06,0.0,-5.069e-06,-1.82e-07,0.17400000000000002,11.277000188827515
-6.335e-06,-1e-08,-5.102e-06,-2.19e-07,0.17350000000000002,11.492000579833984
-6.395e-06,-3e-08,-5.063e-06,-2.07e-07,0.17300000000000001,11.696001291275024
-6.49e-06,5e-09,-5.077e-06,-1.84e-07,0.17250000000000001,11.912000894546509
-6.52e-06,5e-09,-5.077e-06,-2.03e-07,0.17200000000000001,12.126003503799438
-6.605e-06,-1e-08,-5.12e-06,-2.09e-07,0.1715,12.33000373840332
-6.645e-06,-1.5e-08,-5.087e-06,-2.22e-07,0.171,12.53100037574768
-6.62e-06,-1e-08,-5.131e-06,-2.07e-07,0.1705,12.759001731872559
-6.5e-06,-1.5e-08,-5.132e-06,-2.29e-07,0.17,12.96000075340271
-6.57e-06,-1.5e-08,-5.1e-06,-2.21e-07,0.1695,13.159005641937256
-6.66e-06,-5e-09,-5.135e-06,-1.86e-07,0.169,13.374001026153564
-6.735e-06,-5e-09,-5.146e-06,-2.07e-07,0.1685,13.575000047683716
-6.8e-06,-4e-08,-5.155e-06,-1.93e-07,0.168,13.777006149291992
-6.82e-06,-2e-08,-5.149e-06,-1.83e-07,0.1675,13.978001117706299
-7e-06,5e-09,-5.161e-06,-2.04e-07,0.167,14.177006244659424
-6.96e-06,-1e-08,-5.153e-06,-2.11e-07,0.1665,14.378000974655151
-7.2e-06,5e-09,-5.179e-06,-2.04e-07,0.166,14.577001094818115
-7.21e-06,-2.5e-08,-5.168e-06,-2.04e-07,0.1655,14.777003765106201
-7.325e-06,0.0,-5.153e-06,-2e-07,0.165,14.9760000705719
-7.46e-06,-1e-08,-5.179e-06,-2.04e-07,0.1645,15.174999952316284
-7.5e-06,-1.5e-08,-5.218e-06,-2.26e-07,0.164,15.376000165939331
-7.44e-06,1.5e-08,-5.227e-06,-2.26e-07,0.1635,15.575999975204468
-7.47e-06,5e-09,-5.22e-06,-2.38e-07,0.163,15.772000074386597
