#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 1.5 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.1 T
#	Lockin AC Gain: 50 dB
#	Lockin Frequency: 3137.17 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 01:39pm 2021-04-23
#	Sample Name: C5R6_40x80_2x05_PT_R
#	First Harmonic Lockin Sensitivity: 0.002 V
#	Second Harmonic Lockin Sensitivity: 5e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.5 s
#	Second Harmonic Lockin Time Constant: 0.5 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
3.5e-05,-1e-08,5.64e-05,2.95e-07,0.0,0.0,1.5560054779052734
6.56e-05,-2.5e-08,6.02e-05,2.95e-07,1.0,1.0,4.608999490737915
9.38e-05,-1e-08,6.04e-05,2.8e-07,2.0,2.0,7.648001432418823
0.000122,-3e-08,6.04e-05,2.7e-07,3.0,3.0,10.696007013320923
0.00015,-1.5e-08,6.06e-05,2.65e-07,4.0,4.0,13.73300576210022
0.0001778,-3e-08,6.08e-05,2.45e-07,5.0,5.0,16.763999938964844
0.0002056,5e-09,6.1e-05,2.15e-07,6.0,6.0,19.83400583267212
0.0002332,2.5e-08,6.1e-05,2.1e-07,7.0,7.0,22.875001192092896
0.0002606,-5e-09,6.12e-05,2.1e-07,8.0005,8.0,25.907999515533447
0.0002876,-1e-08,6.14e-05,2.15e-07,9.0,9.0,28.940003395080566
0.0003146,0.0,6.16e-05,2.05e-07,10.0,10.0,31.989001274108887
0.0003412,0.0,6.16e-05,1.85e-07,11.0,11.0,35.02399969100952
