#Procedure: <daedalus.procedures.STFMRProcedure.PHSTFMRProcedure>
#Parameters:
#	AM Depth: 100
#	AM Frequency: 1713 Hz
#	Magnet Calibration Filename: ./calibrations/daedalus
#	DC Bias Current: 0 A
#	Delay: 0.15 s
#	Magnetic Field Azimuthal Angle: 150 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: True
#	Longitudinal Gain: 40 dB
#	Transverse Gain: 40 dB
#	Longitudinal Lockin Phase: 0 deg
#	Transverse Lockin Phase: 0 deg
#	Longitudinal Lockin Sense Mode: A-B
#	Transverse Lockin Sense Mode: A-B
#	Time Queued: 07:03pm 2021-04-23
#	RF Frequency: 11 GHz
#	RF Power: 15 dBmW
#	Sample Name: C5R9_40x80_6x05_Pt_L
#	Longitudinal Lockin Sensitivity: 5e-05 V
#	Transverse Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	Longitudinal Lockin Time Constant: 0.05 s
#	Transverse Lockin Time Constant: 0.05 s
#	Use Bias Current: False
#Data:
X,Y,Xt,Yt,field_strength,elapsed_time
-2.725e-06,-3e-08,1.333e-06,-6.8e-08,0.2,0.21199917793273926
-2.74e-06,-2e-08,1.45e-06,5.5e-08,0.1995,0.4419994354248047
-2.76e-06,-4e-08,1.463e-06,6.8e-08,0.199,0.7869997024536133
-2.77e-06,-3e-08,1.442e-06,4.9e-08,0.1985,1.040001630783081
-2.77e-06,-3e-08,1.475e-06,6.4e-08,0.198,1.2789995670318604
-2.795e-06,-5.5e-08,1.441e-06,3.5e-08,0.1975,1.487999677658081
-2.79e-06,-4.5e-08,1.483e-06,4.7e-08,0.197,1.6939997673034668
-2.82e-06,-1.5e-08,1.474e-06,4.7e-08,0.1965,1.8980000019073486
-2.84e-06,-3.5e-08,1.482e-06,7.4e-08,0.196,2.1019997596740723
-2.82e-06,-4e-08,1.474e-06,5.6e-08,0.1955,2.316999673843384
-2.845e-06,-3e-08,1.509e-06,5.7e-08,0.195,2.524000406265259
-2.87e-06,-3.5e-08,1.513e-06,9.1e-08,0.1945,2.7289998531341553
-2.905e-06,-4e-08,1.506e-06,7.2e-08,0.194,2.956000328063965
-2.905e-06,-3e-08,1.483e-06,5.5e-08,0.1935,3.167999505996704
-2.91e-06,-3.5e-08,1.492e-06,7.3e-08,0.193,3.37200665473938
-2.9e-06,-9e-08,1.488e-06,7.6e-08,0.1925,3.5950002670288086
-2.93e-06,-6.5e-08,1.483e-06,4e-08,0.192,3.8459999561309814
-2.965e-06,-6.5e-08,1.499e-06,6.9e-08,0.1915,4.0710015296936035
-2.98e-06,-5e-08,1.51e-06,3.3e-08,0.191,4.289002895355225
-2.99e-06,-7.5e-08,1.495e-06,9.1e-08,0.1905,4.4970009326934814
-3.025e-06,-5e-08,1.51e-06,6e-08,0.19,4.703999996185303
-3.015e-06,-7.5e-08,1.451e-06,1.8e-08,0.1895,4.9150002002716064
-3.035e-06,-8e-08,1.494e-06,3.8e-08,0.189,5.119999885559082
-3.075e-06,-4.5e-08,1.478e-06,3.1e-08,0.1885,5.328003168106079
-3.065e-06,-6.5e-08,1.535e-06,9.6e-08,0.188,5.532000303268433
-3.105e-06,-5e-08,1.475e-06,4.1e-08,0.1875,5.73900032043457
-3.105e-06,-5e-08,1.51e-06,6.7e-08,0.187,5.943000078201294
-3.11e-06,-6e-08,1.496e-06,5.8e-08,0.1865,6.152001142501831
-3.155e-06,-6.5e-08,1.515e-06,5.5e-08,0.186,6.359001159667969
-3.165e-06,-6e-08,1.53e-06,7.7e-08,0.1855,6.598001480102539
-3.21e-06,-6e-08,1.493e-06,5.9e-08,0.185,6.802000284194946
-3.21e-06,-4.5e-08,1.527e-06,6.6e-08,0.1845,7.004999876022339
-3.23e-06,-7.5e-08,1.512e-06,2.2e-08,0.184,7.209000587463379
-3.25e-06,-5.5e-08,1.545e-06,4.7e-08,0.1835,7.42900013923645
-3.275e-06,-4.5e-08,1.52e-06,7e-08,0.183,7.635999917984009
-3.285e-06,-4.5e-08,1.512e-06,4.5e-08,0.1825,7.8409998416900635
-3.31e-06,-5.5e-08,1.524e-06,3.9e-08,0.182,8.065999984741211
-3.34e-06,-7e-08,1.539e-06,7.1e-08,0.1815,8.318000078201294
-3.35e-06,-1e-07,1.535e-06,8.4e-08,0.181,8.54400897026062
-3.38e-06,-7.5e-08,1.55e-06,5.1e-08,0.1805,8.758999824523926
-3.415e-06,-5.5e-08,1.541e-06,4.5e-08,0.18,8.963006496429443
-3.43e-06,-5.5e-08,1.559e-06,4.3e-08,0.1795,9.171000003814697
-3.445e-06,-7e-08,1.531e-06,5.7e-08,0.179,9.371001958847046
-3.47e-06,-6e-08,1.563e-06,2.6e-08,0.1785,9.57699966430664
-3.46e-06,-6e-08,1.558e-06,5.9e-08,0.178,9.777002096176147
-3.52e-06,-6.5e-08,1.552e-06,4.4e-08,0.1775,9.98500108718872
-3.54e-06,-7.5e-08,1.553e-06,6.3e-08,0.177,10.187001466751099
-3.575e-06,-6e-08,1.562e-06,7.2e-08,0.1765,10.395000219345093
-3.6e-06,-8.5e-08,1.545e-06,3.6e-08,0.176,10.623999834060669
-3.63e-06,-6e-08,1.608e-06,4.5e-08,0.17550000000000002,10.826000928878784
-3.645e-06,-8.5e-08,1.553e-06,5.6e-08,0.17500000000000002,11.025001287460327
-3.675e-06,-7e-08,1.58e-06,2.6e-08,0.17450000000000002,11.260999917984009
-3.705e-06,-7e-08,1.594e-06,4.7e-08,0.17400000000000002,11.45900011062622
-3.725e-06,-5.5e-08,1.6e-06,7.3e-08,0.17350000000000002,11.65500020980835
-3.745e-06,-5e-08,1.615e-06,4.9e-08,0.17300000000000001,11.854000568389893
-3.775e-06,-6e-08,1.591e-06,4e-08,0.17250000000000001,12.051999568939209
-3.825e-06,-6.5e-08,1.617e-06,5.8e-08,0.17200000000000001,12.249000072479248
-3.84e-06,-6e-08,1.598e-06,6.7e-08,0.1715,12.44700026512146
