#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 1.5 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.1 T
#	Lockin AC Gain: 50 dB
#	Lockin Frequency: 3137.17 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 05:01pm 2021-04-23
#	Sample Name: C5R9_40x80_6x05_PT_L
#	First Harmonic Lockin Sensitivity: 0.002 V
#	Second Harmonic Lockin Sensitivity: 5e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.5 s
#	Second Harmonic Lockin Time Constant: 0.5 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
-6.2e-06,-2.5e-08,1.7e-05,2.25e-07,0.0,0.0,1.5530002117156982
2.2e-05,-1e-08,1.84e-05,2.6e-07,1.0,1.0,4.604999780654907
5.08e-05,0.0,1.84e-05,2.85e-07,2.0,2.0,7.6600000858306885
7.92e-05,-5e-09,1.86e-05,2.4e-07,3.0005,3.0,10.695999383926392
0.0001076,-1.5e-08,1.88e-05,2.6e-07,4.0005,4.0,13.73099946975708
0.0001358,1e-08,1.9e-05,2.9e-07,5.0,5.0,16.782999515533447
0.0001638,5e-09,1.92e-05,3e-07,6.0,6.0,19.833003997802734
0.0001916,0.0,1.94e-05,2.8e-07,7.0,7.0,22.872999668121338
0.0002188,1e-08,1.94e-05,3.2e-07,8.0015,8.0,25.92099952697754
0.000246,1.5e-08,1.96e-05,3.15e-07,9.001,9.0,28.973999977111816
0.000273,-5e-09,1.98e-05,3.65e-07,10.0,10.0,32.006999492645264
0.0002994,5e-09,2e-05,3.45e-07,11.0015,11.0,35.065000772476196
0.0003254,2.5e-08,2e-05,3.75e-07,12.0,12.0,38.111000061035156
0.0003512,1.5e-08,2.02e-05,3.95e-07,13.0025,13.0,41.16399812698364
0.0003766,2.5e-08,2.04e-05,3.7e-07,14.0,14.0,44.204999923706055
0.0004014,3e-08,2.06e-05,3.75e-07,15.0,15.0,47.25100064277649
0.0004258,5e-09,2.08e-05,4.2e-07,16.0,16.0,50.304999351501465
0.0004496,1.5e-08,2.08e-05,4.35e-07,17.0,17.0,53.33800005912781
0.000473,3e-08,2.1e-05,4.2e-07,18.0,18.0,56.37099885940552
0.0004958,4.5e-08,2.12e-05,4.25e-07,19.0,19.0,59.424999713897705
0.000518,3.5e-08,2.14e-05,4.55e-07,20.0,20.0,62.48099994659424
0.0005396,5.5e-08,2.14e-05,4.55e-07,21.0,21.0,65.52899837493896
0.0005606,4e-08,2.16e-05,4.5e-07,22.0,22.0,68.58200001716614
0.000581,5.5e-08,2.16e-05,4.5e-07,23.0,23.0,71.6230001449585
0.0006006,3e-08,2.18e-05,4.5e-07,24.0,24.0,74.6669991016388
0.0006196,7e-08,2.2e-05,4.55e-07,25.0,25.0,77.72199869155884
0.0006378,9e-08,2.2e-05,4.4e-07,26.0,26.0,80.75800156593323
0.0006554,7e-08,2.22e-05,4.6e-07,27.0,27.0,83.80799984931946
0.0006722,4.5e-08,2.22e-05,4.45e-07,28.0,28.0,86.87899875640869
0.0006882,4.5e-08,2.24e-05,4.65e-07,29.0,29.0,89.91400170326233
0.0007034,6.5e-08,2.24e-05,4.5e-07,30.0,30.0,92.97300243377686
0.0007178,4e-08,2.26e-05,4.25e-07,31.0,31.0,96.0080018043518
