#Procedure: <daedalus.procedures.STFMRProcedure.PHSTFMRProcedure>
#Parameters:
#	AM Depth: 100
#	AM Frequency: 1713 Hz
#	Magnet Calibration Filename: ./calibrations/daedalus
#	DC Bias Current: 0 A
#	Delay: 0.15 s
#	Magnetic Field Azimuthal Angle: 45 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: False
#	Longitudinal Gain: 40 dB
#	Transverse Gain: 40 dB
#	Longitudinal Lockin Phase: 0 deg
#	Transverse Lockin Phase: 0 deg
#	Longitudinal Lockin Sense Mode: A-B
#	Transverse Lockin Sense Mode: A-B
#	Time Queued: 05:37pm 2021-04-24
#	RF Frequency: 7.5 GHz
#	RF Power: 15 dBmW
#	Sample Name: C5R6_40x80_2x05_Pt_R
#	Longitudinal Lockin Sensitivity: 5e-05 V
#	Transverse Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	Longitudinal Lockin Time Constant: 0.05 s
#	Transverse Lockin Time Constant: 0.05 s
#	Use Bias Current: False
#Data:
X,Y,Xt,Yt,field_strength,elapsed_time
5.19e-06,-2.5e-08,-9.173e-06,-3.82e-07,0.2,0.19900131225585938
5.635e-06,-4e-08,-9.341e-06,-3.74e-07,0.1995,0.4270012378692627
5.145e-06,-5e-09,-9.355e-06,-3.78e-07,0.199,0.645000696182251
5.32e-06,-3e-08,-9.371e-06,-3.76e-07,0.1985,0.8899998664855957
5.495e-06,-5e-09,-9.366e-06,-3.7e-07,0.198,1.0989997386932373
5.38e-06,-3.5e-08,-9.387e-06,-3.6e-07,0.1975,1.303999423980713
6e-06,-5e-09,-9.382e-06,-3.69e-07,0.197,1.5300052165985107
6.05e-06,-4e-08,-9.388e-06,-3.55e-07,0.1965,1.7390000820159912
5.815e-06,-1.5e-08,-9.425e-06,-3.59e-07,0.196,1.9440007209777832
5.75e-06,-1.5e-08,-9.433e-06,-3.97e-07,0.1955,2.168999671936035
5.26e-06,-1.5e-08,-9.424e-06,-3.52e-07,0.195,2.375
5.215e-06,-5e-09,-9.471e-06,-3.98e-07,0.1945,2.5829997062683105
5.4e-06,-1e-08,-9.481e-06,-4.07e-07,0.194,2.807999610900879
5.495e-06,-1e-08,-9.495e-06,-3.8e-07,0.1935,3.037000894546509
5.72e-06,-3.5e-08,-9.494e-06,-3.67e-07,0.193,3.262000322341919
5.625e-06,-3.5e-08,-9.478e-06,-3.23e-07,0.1925,3.476999521255493
5.085e-06,0.0,-9.532e-06,-3.58e-07,0.192,3.6870017051696777
5.13e-06,-1e-08,-9.528e-06,-3.58e-07,0.1915,3.900005578994751
5.33e-06,5e-09,-9.536e-06,-3.74e-07,0.191,4.105007171630859
5.14e-06,-2.5e-08,-9.533e-06,-3.72e-07,0.1905,4.3100011348724365
5.405e-06,-5e-09,-9.567e-06,-3.58e-07,0.19,4.515999794006348
5.215e-06,-1e-08,-9.594e-06,-4.13e-07,0.1895,4.725000381469727
4.92e-06,-1e-08,-9.595e-06,-3.85e-07,0.189,4.933000802993774
4.79e-06,0.0,-9.625e-06,-3.91e-07,0.1885,5.138002395629883
5.52e-06,-4.5e-08,-9.595e-06,-3.96e-07,0.188,5.364999532699585
5.325e-06,-2.5e-08,-9.615e-06,-3.84e-07,0.1875,5.573000431060791
