#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 1.5 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.1 T
#	Lockin AC Gain: 50 dB
#	Lockin Frequency: 3137.17 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 02:51pm 2021-04-23
#	Sample Name: C5R7_40x80_2x05_PT_L
#	First Harmonic Lockin Sensitivity: 0.002 V
#	Second Harmonic Lockin Sensitivity: 5e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.5 s
#	Second Harmonic Lockin Time Constant: 0.5 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
-9.46e-05,-4e-08,4.56e-05,1.75e-07,0.0,0.0,1.566004753112793
-7.2e-05,-5.5e-08,4.86e-05,2.35e-07,1.0,1.0,4.603999853134155
-4.24e-05,-4e-08,4.88e-05,2.55e-07,2.0015,2.0,7.671999216079712
-1.3e-05,-3.5e-08,4.9e-05,2.25e-07,3.0005,3.0,10.710006475448608
1.62e-05,-2.5e-08,4.92e-05,2.7e-07,3.9985,4.0,13.738999843597412
4.54e-05,-1.5e-08,4.94e-05,2.35e-07,5.0005,5.0,16.78000020980835
7.42e-05,-2e-08,4.94e-05,2.2e-07,6.0,6.0,19.832000494003296
0.0001028,-5.5e-08,4.96e-05,2.5e-07,7.0,7.0,22.896005630493164
0.0001312,-2e-08,4.98e-05,2.2e-07,8.0015,8.0,25.949999570846558
0.0001592,-1e-08,5e-05,2.35e-07,9.0,9.0,28.989999294281006
0.0001872,-3.5e-08,5e-05,2.75e-07,10.0,10.0,32.04100036621094
0.0002146,1.5e-08,5.02e-05,2.6e-07,11.0,11.0,35.07300424575806
0.0002416,1e-08,5.04e-05,2.55e-07,12.0005,12.0,38.10600233078003
0.0002682,1e-08,5.04e-05,2.75e-07,13.0,13.0,41.177000522613525
0.0002946,2e-08,5.06e-05,2.65e-07,14.0,14.0,44.22100472450256
0.0003202,-1.5e-08,5.08e-05,2.7e-07,15.0,15.0,47.28099966049194
0.0003454,-1e-08,5.1e-05,2.7e-07,16.0,16.0,50.33601355552673
0.0003702,2.5e-08,5.1e-05,2.7e-07,17.0,17.0,53.31500482559204
0.0003944,5e-09,5.12e-05,2.75e-07,18.0,18.0,56.367000341415405
0.000418,5e-09,5.12e-05,3e-07,19.0,19.0,59.41600060462952
0.000441,1e-08,5.14e-05,2.95e-07,20.0,20.0,62.45599985122681
0.0004634,5e-09,5.16e-05,2.9e-07,21.0,21.0,65.48899984359741
0.000485,3e-08,5.16e-05,3.15e-07,22.0,22.0,68.53600096702576
0.0005062,1e-08,5.18e-05,2.8e-07,23.0,23.0,71.58900260925293
