#Procedure: <daedalus.procedures.STFMRProcedure.PHSTFMRProcedure>
#Parameters:
#	AM Depth: 100
#	AM Frequency: 1713 Hz
#	Magnet Calibration Filename: ./calibrations/daedalus
#	DC Bias Current: 0 A
#	Delay: 0.15 s
#	Magnetic Field Azimuthal Angle: 135 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: True
#	Longitudinal Gain: 40 dB
#	Transverse Gain: 40 dB
#	Longitudinal Lockin Phase: 0 deg
#	Transverse Lockin Phase: 0 deg
#	Longitudinal Lockin Sense Mode: A-B
#	Transverse Lockin Sense Mode: A-B
#	Time Queued: 05:39pm 2021-04-24
#	RF Frequency: 9 GHz
#	RF Power: 15 dBmW
#	Sample Name: C5R6_40x80_2x05_Pt_R
#	Longitudinal Lockin Sensitivity: 5e-05 V
#	Transverse Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	Longitudinal Lockin Time Constant: 0.05 s
#	Transverse Lockin Time Constant: 0.05 s
#	Use Bias Current: False
#Data:
X,Y,Xt,Yt,field_strength,elapsed_time
-3.875e-06,1.1e-07,-1.374e-06,-1.79e-07,0.2,0.21100330352783203
-4.03e-06,1.2e-07,-1.412e-06,-4.8e-08,0.1995,0.434999942779541
-3.975e-06,8.5e-08,-1.45e-06,-6.2e-08,0.199,0.6500000953674316
-4.205e-06,1.05e-07,-1.483e-06,-4.3e-08,0.1985,0.8540000915527344
-4.08e-06,1.2e-07,-1.494e-06,-5e-08,0.198,1.058000087738037
-4.235e-06,1e-07,-1.51e-06,-8e-08,0.1975,1.2619998455047607
-4.44e-06,1.45e-07,-1.564e-06,-6.4e-08,0.197,1.4730000495910645
-4.595e-06,1.35e-07,-1.573e-06,-7.2e-08,0.1965,1.6810002326965332
-4.38e-06,1.1e-07,-1.594e-06,-6.1e-08,0.196,1.8870000839233398
-4.4e-06,1.1e-07,-1.648e-06,-7e-08,0.1955,2.0950005054473877
-4.395e-06,9.5e-08,-1.618e-06,-7.7e-08,0.195,2.3010001182556152
-4.45e-06,1.15e-07,-1.698e-06,-2.6e-08,0.1945,2.50600004196167
-4.58e-06,1.15e-07,-1.69e-06,-8.5e-08,0.194,2.7270007133483887
-4.52e-06,1.3e-07,-1.708e-06,-5.7e-08,0.1935,2.929999828338623
-4.705e-06,1.05e-07,-1.745e-06,-9.9e-08,0.193,3.1389999389648438
-4.725e-06,1.05e-07,-1.775e-06,-9.9e-08,0.1925,3.344000816345215
-4.74e-06,1.25e-07,-1.812e-06,-7e-08,0.192,3.5530009269714355
-4.81e-06,1.4e-07,-1.838e-06,-1.11e-07,0.1915,3.760002374649048
-4.895e-06,1.05e-07,-1.876e-06,-5.6e-08,0.191,3.9679996967315674
-4.905e-06,1.25e-07,-1.902e-06,-8.4e-08,0.1905,4.173000812530518
-4.93e-06,1.2e-07,-1.96e-06,-9.6e-08,0.19,4.378999948501587
-5e-06,1.1e-07,-1.962e-06,-9.7e-08,0.1895,4.58299994468689
-5e-06,1.3e-07,-2.014e-06,-8.2e-08,0.189,4.787001132965088
-5.105e-06,1.2e-07,-2.012e-06,-9e-08,0.1885,4.991000175476074
-5.23e-06,1.2e-07,-2.035e-06,-9.8e-08,0.188,5.197999954223633
-5.3e-06,1.1e-07,-2.046e-06,-1.08e-07,0.1875,5.416000843048096
-5.485e-06,1.25e-07,-2.124e-06,-6.7e-08,0.187,5.639999866485596
-5.545e-06,1.25e-07,-2.12e-06,-1.08e-07,0.1865,5.894000053405762
-5.68e-06,1.45e-07,-2.186e-06,-1.31e-07,0.186,6.110005617141724
-5.8e-06,1.3e-07,-2.192e-06,-9.2e-08,0.1855,6.325000286102295
-5.975e-06,1.4e-07,-2.198e-06,-8.4e-08,0.185,6.533999443054199
-6.025e-06,1.45e-07,-2.289e-06,-9.2e-08,0.1845,6.747999906539917
-6.075e-06,1.35e-07,-2.311e-06,-8.3e-08,0.184,6.954999685287476
-6.165e-06,1.45e-07,-2.316e-06,-9.7e-08,0.1835,7.162999868392944
-6.31e-06,1.35e-07,-2.374e-06,-8.2e-08,0.183,7.368000745773315
-6.275e-06,1.15e-07,-2.433e-06,-6.7e-08,0.1825,7.573000192642212
-6.39e-06,1.5e-07,-2.46e-06,-1.1e-07,0.182,7.776998996734619
-6.4e-06,1.5e-07,-2.484e-06,-1.02e-07,0.1815,7.972999572753906
-6.545e-06,1.3e-07,-2.526e-06,-1.02e-07,0.181,8.180999755859375
-6.765e-06,1.5e-07,-2.575e-06,-1.21e-07,0.1805,8.392000913619995
