#Procedure: <daedalus.procedures.STFMRProcedure.PHSTFMRProcedure>
#Parameters:
#	AM Depth: 100
#	AM Frequency: 1713 Hz
#	Magnet Calibration Filename: ./calibrations/daedalus
#	DC Bias Current: 0 A
#	Delay: 0.15 s
#	Magnetic Field Azimuthal Angle: 45 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: False
#	Longitudinal Gain: 40 dB
#	Transverse Gain: 40 dB
#	Longitudinal Lockin Phase: 0 deg
#	Transverse Lockin Phase: 0 deg
#	Longitudinal Lockin Sense Mode: A-B
#	Transverse Lockin Sense Mode: A-B
#	Time Queued: 07:02pm 2021-04-23
#	RF Frequency: 12 GHz
#	RF Power: 15 dBmW
#	Sample Name: C5R9_40x80_6x05_Pt_L
#	Longitudinal Lockin Sensitivity: 5e-05 V
#	Transverse Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	Longitudinal Lockin Time Constant: 0.05 s
#	Transverse Lockin Time Constant: 0.05 s
#	Use Bias Current: False
#Data:
X,Y,Xt,Yt,field_strength,elapsed_time
7.015e-06,7e-08,3.81e-07,1.25e-07,0.2,0.19100069999694824
7.01e-06,7e-08,2.45e-07,0.0,0.1995,0.39800047874450684
7.05e-06,6e-08,2.62e-07,9e-09,0.199,0.6019999980926514
7.095e-06,5.5e-08,2.53e-07,3e-09,0.1985,0.806999921798706
7.115e-06,4.5e-08,2.32e-07,-1.3e-08,0.198,1.0369997024536133
7.185e-06,5e-08,2.43e-07,3e-09,0.1975,1.249999761581421
7.2e-06,6e-08,2.46e-07,2.9e-08,0.197,1.453000783920288
7.235e-06,5e-08,2.41e-07,-1.1e-08,0.1965,1.67799973487854
7.255e-06,6e-08,2.24e-07,1.4e-08,0.196,1.9100008010864258
7.26e-06,8e-08,2.64e-07,1.9e-08,0.1955,2.1320009231567383
7.3e-06,6.5e-08,2.31e-07,2.1e-08,0.195,2.3520054817199707
7.355e-06,7e-08,2.35e-07,1.3e-08,0.1945,2.558006525039673
7.355e-06,6e-08,2.46e-07,2.8e-08,0.194,2.764000177383423
7.405e-06,7e-08,2.25e-07,5e-09,0.1935,2.9680001735687256
7.49e-06,5.5e-08,2.07e-07,3.6e-08,0.193,3.171003580093384
7.49e-06,7.5e-08,2.3e-07,-1.3e-08,0.1925,3.373000144958496
7.525e-06,9e-08,2.15e-07,2e-09,0.192,3.5929999351501465
7.58e-06,8e-08,2.05e-07,2.2e-08,0.1915,3.796999931335449
7.7e-06,7.5e-08,2.12e-07,9e-09,0.191,4.026000022888184
7.69e-06,5.5e-08,2.25e-07,3.5e-08,0.1905,4.231999635696411
7.705e-06,6e-08,2.13e-07,1e-09,0.19,4.436000823974609
7.755e-06,7.5e-08,2.15e-07,2.1e-08,0.1895,4.641000032424927
7.775e-06,8.5e-08,2.17e-07,8e-09,0.189,4.8710010051727295
7.795e-06,7e-08,2.2e-07,1.8e-08,0.1885,5.080000400543213
7.855e-06,8.5e-08,1.94e-07,-1.2e-08,0.188,5.283000230789185
7.85e-06,7e-08,1.84e-07,-4.8e-08,0.1875,5.512000799179077
7.885e-06,5e-09,1.67e-07,5.1e-08,0.187,5.717000246047974
7.965e-06,7.5e-08,1.93e-07,-3.7e-08,0.1865,5.921999931335449
7.975e-06,7.5e-08,1.76e-07,-4e-09,0.186,6.151000261306763
8.065e-06,9e-08,1.92e-07,5e-09,0.1855,6.384000301361084
8.12e-06,6e-08,1.91e-07,1.5e-08,0.185,6.607005834579468
8.13e-06,7.5e-08,1.51e-07,3e-08,0.1845,6.820000648498535
8.27e-06,7.5e-08,1.55e-07,-1.1e-08,0.184,7.029999732971191
8.32e-06,7.5e-08,1.67e-07,-2.6e-08,0.1835,7.239006042480469
8.345e-06,8e-08,1.7e-07,4e-09,0.183,7.441999435424805
8.385e-06,8.5e-08,1.81e-07,-4.2e-08,0.1825,7.644000291824341
8.44e-06,6e-08,1.56e-07,-2.2e-08,0.182,7.8460001945495605
8.495e-06,8e-08,1.89e-07,5e-09,0.1815,8.065999746322632
8.56e-06,6.5e-08,1.68e-07,1.9e-08,0.181,8.270000219345093
8.625e-06,8e-08,1.26e-07,-1.2e-08,0.1805,8.473999500274658
8.69e-06,1.05e-07,1.84e-07,-1e-08,0.18,8.704999923706055
8.725e-06,5.5e-08,1.61e-07,1.6e-08,0.1795,8.908000230789185
8.77e-06,9e-08,1.21e-07,-1e-08,0.179,9.104005336761475
8.82e-06,5.5e-08,1.26e-07,2.3e-08,0.1785,9.299007654190063
8.815e-06,8e-08,1.4e-07,4.3e-08,0.178,9.4960036277771
8.905e-06,8e-08,1.52e-07,1.1e-08,0.1775,9.69200086593628
8.97e-06,9.5e-08,1.54e-07,1.2e-08,0.177,9.887999773025513
9e-06,8e-08,1.36e-07,2.5e-08,0.1765,10.115000009536743
9.065e-06,9e-08,1.32e-07,1e-08,0.176,10.313999891281128
9.115e-06,8e-08,1.11e-07,2e-08,0.17550000000000002,10.514999866485596
9.175e-06,9e-08,1.05e-07,-3.3e-08,0.17500000000000002,10.711000204086304
9.25e-06,9.5e-08,1.15e-07,-3.5e-08,0.17450000000000002,10.91100025177002
9.31e-06,8.5e-08,1.49e-07,-4e-09,0.17400000000000002,11.108000993728638
9.42e-06,7e-08,1.47e-07,4e-09,0.17350000000000002,11.30500054359436
9.49e-06,1e-07,9.8e-08,1e-08,0.17300000000000001,11.500999927520752
9.625e-06,8.5e-08,1.06e-07,2e-08,0.17250000000000001,11.69700002670288
9.63e-06,1.05e-07,1.04e-07,-1.1e-08,0.17200000000000001,11.905001163482666
9.77e-06,9e-08,1.02e-07,1e-09,0.1715,12.105002880096436
9.815e-06,1.1e-07,1.07e-07,-7e-09,0.171,12.307000398635864
9.855e-06,9e-08,8.3e-08,-6e-09,0.1705,12.537999153137207
9.985e-06,1.05e-07,7.8e-08,1.2e-08,0.17,12.738999843597412
1.0015e-05,7.5e-08,6.8e-08,-1.9e-08,0.1695,12.93600583076477
1.005e-05,9.5e-08,9e-08,1.6e-08,0.169,13.13100004196167
1.012e-05,1.05e-07,7.7e-08,-8e-09,0.1685,13.346001386642456
1.0225e-05,9.5e-08,6.3e-08,-5e-09,0.168,13.54699993133545
1.0265e-05,1.05e-07,5.9e-08,-4.3e-08,0.1675,13.743999719619751
1.035e-05,1e-07,6.5e-08,-4e-09,0.167,13.941999673843384
1.0455e-05,1e-07,6.3e-08,-1.4e-08,0.1665,14.14299988746643
1.055e-05,1e-07,4.8e-08,1.8e-08,0.166,14.345000267028809
1.063e-05,1.05e-07,4.3e-08,4.1e-08,0.1655,14.541000127792358
1.0745e-05,1.05e-07,3.9e-08,-4e-09,0.165,14.74899959564209
1.084e-05,1e-07,6e-08,-1.8e-08,0.1645,14.947000741958618
1.0975e-05,1.15e-07,1.6e-08,1.8e-08,0.164,15.15000033378601
1.102e-05,1.2e-07,1e-08,-3e-09,0.1635,15.352001905441284
1.117e-05,9.5e-08,4.2e-08,-1.9e-08,0.163,15.556999921798706
1.128e-05,1.05e-07,1e-08,-3.6e-08,0.1625,15.758999586105347
1.1385e-05,9.5e-08,3e-08,4e-09,0.162,15.963001251220703
1.148e-05,9.5e-08,6e-08,-1.1e-08,0.1615,16.166000366210938
1.1595e-05,1.2e-07,-6e-09,-7e-09,0.161,16.37500023841858
1.17e-05,1.15e-07,-1.2e-08,-7e-09,0.1605,16.575999975204468
1.1805e-05,1.1e-07,-1e-09,1.9e-08,0.16,16.779000282287598
1.197e-05,1.25e-07,1.4e-08,2.2e-08,0.1595,17.012000799179077
1.2095e-05,1.15e-07,-3e-09,-3e-08,0.159,17.21399998664856
1.222e-05,1.45e-07,-1.4e-08,-1.1e-08,0.1585,17.40999984741211
