#Procedure: <daedalus.procedures.STFMRProcedure.PHSTFMRProcedure>
#Parameters:
#	AM Depth: 100
#	AM Frequency: 1713 Hz
#	Magnet Calibration Filename: ./calibrations/daedalus
#	DC Bias Current: 0 A
#	Delay: 0.15 s
#	Magnetic Field Azimuthal Angle: 45 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: False
#	Longitudinal Gain: 40 dB
#	Transverse Gain: 40 dB
#	Longitudinal Lockin Phase: 0 deg
#	Transverse Lockin Phase: 0 deg
#	Longitudinal Lockin Sense Mode: A-B
#	Transverse Lockin Sense Mode: A-B
#	Time Queued: 09:32am 2021-04-24
#	RF Frequency: 9.5 GHz
#	RF Power: 15 dBmW
#	Sample Name: C5R8_40x80_2x05_Pt_R
#	Longitudinal Lockin Sensitivity: 5e-05 V
#	Transverse Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	Longitudinal Lockin Time Constant: 0.05 s
#	Transverse Lockin Time Constant: 0.05 s
#	Use Bias Current: False
#Data:
X,Y,Xt,Yt,field_strength,elapsed_time
6.44e-06,2.5e-08,7.059e-06,2.1e-08,0.2,0.1940009593963623
7.175e-06,2e-08,7.216e-06,3.18e-07,0.1995,0.4230022430419922
6.365e-06,5e-09,7.207e-06,3.15e-07,0.199,0.660999059677124
6.7e-06,2.5e-08,7.206e-06,2.77e-07,0.1985,0.8789994716644287
5.91e-06,1.5e-08,7.188e-06,2.47e-07,0.198,1.0880000591278076
5.825e-06,3e-08,7.184e-06,2.98e-07,0.1975,1.2939999103546143
6.1e-06,2.5e-08,7.243e-06,3.24e-07,0.197,1.4970014095306396
6.91e-06,5.5e-08,7.182e-06,3.02e-07,0.1965,1.7289988994598389
7.31e-06,3.5e-08,7.156e-06,2.64e-07,0.196,1.9330015182495117
6.925e-06,2e-08,7.157e-06,3.03e-07,0.1955,2.1409997940063477
6.225e-06,3.5e-08,7.173e-06,3.07e-07,0.195,2.3460004329681396
6.2e-06,0.0,7.176e-06,2.84e-07,0.1945,2.5500004291534424
6.225e-06,3e-08,7.159e-06,2.96e-07,0.194,2.755005359649658
6.625e-06,1.5e-08,7.16e-06,2.88e-07,0.1935,2.960000514984131
6.585e-06,3e-08,7.146e-06,3.1e-07,0.193,3.1610002517700195
6.945e-06,2e-08,7.175e-06,3e-07,0.1925,3.366000175476074
6.745e-06,1.5e-08,7.168e-06,3.05e-07,0.192,3.569999933242798
6.76e-06,0.0,7.16e-06,2.81e-07,0.1915,3.7760050296783447
6.08e-06,3.5e-08,7.16e-06,3.41e-07,0.191,3.9799997806549072
6.505e-06,2e-08,7.142e-06,2.69e-07,0.1905,4.187000513076782
6.51e-06,2e-08,7.112e-06,2.93e-07,0.19,4.417000770568848
6.33e-06,3.5e-08,7.159e-06,2.66e-07,0.1895,4.623000144958496
6.265e-06,2.5e-08,7.143e-06,3.05e-07,0.189,4.832000017166138
6.47e-06,2.5e-08,7.146e-06,2.98e-07,0.1885,5.05700159072876
6.42e-06,2.5e-08,7.117e-06,2.89e-07,0.188,5.266000032424927
