#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 0.8 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 2 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.1 T
#	Lockin AC Gain: 40 dB
#	Lockin Frequency: 1713 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 09:49am 2021-07-07
#	Sample Name: C5R7_20x80
#	First Harmonic Lockin Sensitivity: 0.001 V
#	Second Harmonic Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.2 s
#	Second Harmonic Lockin Time Constant: 0.2 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
3.96e-05,-1.03e-07,7.4e-06,1.71e-07,0.0,0.0,0.850003719329834
-5.1e-06,-2e-08,7.5e-06,1.16e-07,1.9995,2.0,3.73000168800354
-4.95e-05,1.05e-07,7.6e-06,1.03e-07,4.0,4.0,6.610006809234619
-9.37e-05,1.87e-07,7.8e-06,6.8e-08,6.0,6.0,9.498001337051392
-0.000137,2.82e-07,7.9e-06,4.3e-08,8.0,8.0,12.3710036277771
-0.0001794,3.59e-07,8e-06,-2.6e-08,9.9995,10.0,15.251002550125122
-0.0002204,4.51e-07,8.1e-06,-5.2e-08,11.9995,12.0,18.169002532958984
-0.00026,5.4e-07,8.2e-06,-7.7e-08,14.0,14.0,21.04800248146057
-0.0002977,6.01e-07,8.4e-06,-1.13e-07,16.0,16.0,23.949002504348755
-0.0003336,6.79e-07,8.5e-06,-1.36e-07,18.0,18.0,26.828000783920288
-0.0003673,7.53e-07,8.5e-06,-1.44e-07,19.9995,20.0,29.708000421524048
-0.0003987,8.14e-07,8.6e-06,-1.62e-07,22.0005,22.0,32.588001012802124
-0.0004276,8.81e-07,8.7e-06,-1.75e-07,24.0,24.0,35.468000650405884
-0.000454,9.33e-07,8.8e-06,-1.77e-07,26.0,26.0,38.36700129508972
-0.0004776,9.79e-07,8.8e-06,-1.93e-07,27.9995,28.0,41.24700140953064
-0.0004984,1.022e-06,8.9e-06,-1.96e-07,30.0015,30.0,44.12700080871582
-0.0005164,1.06e-06,9e-06,-2.04e-07,32.0,32.0,47.007002115249634
-0.0005315,1.097e-06,9e-06,-2.23e-07,34.001,34.0,49.89000201225281
-0.0005436,1.114e-06,9.1e-06,-2.16e-07,36.0005,36.0,52.79300093650818
-0.0005529,1.133e-06,9.1e-06,-2.07e-07,38.0,38.0,55.68600130081177
-0.0005592,1.154e-06,9.1e-06,-2.05e-07,40.0,40.0,58.566001415252686
-0.0005627,1.154e-06,9.1e-06,-1.84e-07,42.0015,42.0,61.445000886917114
-0.0005632,1.164e-06,9.1e-06,-1.7e-07,43.9995,44.0,64.34500288963318
-0.0005609,1.16e-06,9e-06,-1.64e-07,46.0,46.0,67.22500157356262
-0.0005559,1.15e-06,9e-06,-1.24e-07,48.0,48.0,70.10500049591064
-0.0005482,1.14e-06,9e-06,-1.13e-07,50.0,50.0,72.98500084877014
-0.0005379,1.108e-06,9e-06,-8.3e-08,51.9995,52.0,75.86500096321106
-0.0005249,1.085e-06,8.9e-06,-5.7e-08,53.9995,54.0,78.75200057029724
-0.0005097,1.059e-06,8.9e-06,-1.2e-08,56.0,56.0,81.64400267601013
-0.000492,1.033e-06,8.8e-06,1.6e-08,58.0,58.0,84.54300045967102
-0.0004721,9.82e-07,8.8e-06,4.5e-08,60.0,60.0,87.42300057411194
-0.0004501,9.42e-07,8.7e-06,7.4e-08,62.0,62.0,90.30299997329712
-0.000426,8.96e-07,8.6e-06,1.03e-07,63.9995,64.0,93.20200085639954
-0.0004,8.35e-07,8.6e-06,1.37e-07,66.0005,66.0,96.08300065994263
-0.0003723,7.97e-07,8.5e-06,1.63e-07,68.001,68.0,98.94500088691711
-0.0003429,7.18e-07,8.4e-06,2.08e-07,70.0,70.0,101.82300019264221
-0.0003121,6.62e-07,8.3e-06,2.49e-07,72.0,72.0,104.70300126075745
-0.0002799,5.93e-07,8.2e-06,2.77e-07,74.0,74.0,107.58300042152405
-0.0002464,5.39e-07,8.1e-06,3.25e-07,76.0,76.0,110.47000050544739
-0.0002118,4.6e-07,8e-06,3.45e-07,78.0,78.0,113.34300017356873
-0.0001762,3.8e-07,7.9e-06,3.86e-07,80.0005,80.0,116.22300148010254
-0.0001398,3.12e-07,7.8e-06,4.39e-07,82.0,82.0,119.10300087928772
-0.0001027,2.43e-07,7.7e-06,5.06e-07,84.0,84.0,121.98300099372864
-6.5e-05,1.65e-07,7.6e-06,5.36e-07,86.0,86.0,124.86700081825256
-2.69e-05,9.1e-08,7.5e-06,5.64e-07,88.0,88.0,127.78200101852417
1.15e-05,2e-08,7.4e-06,5.98e-07,90.0,90.0,130.66200137138367
4.98e-05,-6.5e-08,7.3e-06,6.45e-07,92.0,92.0,133.52500367164612
8.83e-05,-1.43e-07,7.2e-06,6.83e-07,94.0,94.0,136.4020025730133
