#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 0.8 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 2 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.025 T
#	Lockin AC Gain: 40 dB
#	Lockin Frequency: 1713 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 09:49am 2021-07-07
#	Sample Name: C5R7_20x80
#	First Harmonic Lockin Sensitivity: 0.001 V
#	Second Harmonic Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.2 s
#	Second Harmonic Lockin Time Constant: 0.2 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
3.08e-05,-6.4e-08,7.5e-06,1.89e-07,0.0,0.0,38.9090039730072
-8.5e-06,1.4e-08,7.6e-06,1.67e-07,2.0,2.0,41.78399968147278
-4.74e-05,9.7e-08,7.7e-06,1.38e-07,4.0,4.0,44.66499972343445
-8.6e-05,1.78e-07,7.8e-06,7.8e-08,6.0,6.0,47.543999910354614
-0.0001238,2.45e-07,7.9e-06,1.5e-08,8.0,8.0,50.424999475479126
-0.0001608,3.19e-07,8e-06,-3.4e-08,10.0,10.0,53.322998046875
-0.0001967,3.89e-07,8.1e-06,-8.1e-08,12.0,12.0,56.202998638153076
-0.0002316,4.57e-07,8.2e-06,-1.1e-07,14.0,14.0,59.08299899101257
-0.0002652,5.35e-07,8.3e-06,-1.3e-07,16.0005,16.0,61.96300029754639
-0.0002975,5.98e-07,8.4e-06,-1.76e-07,18.0,18.0,64.8430004119873
-0.0003282,6.49e-07,8.4e-06,-2.12e-07,20.0,20.0,67.7479989528656
-0.0003571,7.08e-07,8.5e-06,-2.38e-07,22.001,22.0,70.628000497818
-0.0003838,7.6e-07,8.6e-06,-2.76e-07,24.0005,24.0,73.56000566482544
-0.0004084,8.22e-07,8.6e-06,-2.73e-07,26.001,26.0,76.44500136375427
-0.0004307,8.73e-07,8.7e-06,-2.62e-07,28.0005,28.0,79.32299828529358
-0.0004506,9.03e-07,8.7e-06,-2.63e-07,30.0,30.0,82.2000002861023
-0.0004681,9.38e-07,8.8e-06,-2.51e-07,32.001,32.0,85.06299996376038
-0.0004831,9.74e-07,8.8e-06,-2.38e-07,34.0,34.0,87.94099879264832
-0.0004957,1.004e-06,8.8e-06,-2.31e-07,36.0005,36.0,90.82100296020508
-0.0005059,1.026e-06,8.8e-06,-2.11e-07,38.0,38.0,93.70100021362305
-0.0005137,1.044e-06,8.8e-06,-1.83e-07,40.0,40.0,96.61900019645691
-0.0005191,1.062e-06,8.9e-06,-1.76e-07,42.0015,42.0,99.49899864196777
-0.0005222,1.067e-06,8.9e-06,-1.39e-07,44.0,44.0,102.37899851799011
-0.0005228,1.076e-06,8.9e-06,-1.07e-07,46.0,46.0,105.25899863243103
-0.000521,1.069e-06,8.8e-06,-5.6e-08,48.0,48.0,108.12000131607056
-0.0005169,1.06e-06,8.8e-06,0.0,49.9995,50.0,111.01899933815002
-0.0005106,1.06e-06,8.8e-06,5.3e-08,52.001,52.0,113.8989999294281
-0.0005018,1.047e-06,8.8e-06,1e-07,54.0005,54.0,116.7810001373291
-0.0004909,1.023e-06,8.7e-06,1.52e-07,56.0,56.0,119.65899872779846
-0.0004776,1.004e-06,8.7e-06,2.12e-07,58.0,58.0,122.5389997959137
-0.000462,9.81e-07,8.6e-06,2.77e-07,60.0,60.0,125.41900110244751
-0.0004444,9.46e-07,8.6e-06,3.26e-07,62.0,62.0,128.2990050315857
-0.0004247,9.08e-07,8.6e-06,3.89e-07,64.0,64.0,131.16299962997437
-0.000403,8.7e-07,8.5e-06,4.42e-07,66.001,66.0,134.02400255203247
-0.0003795,8.27e-07,8.4e-06,5.16e-07,68.0,68.0,136.9039990901947
-0.0003539,7.76e-07,8.4e-06,5.7e-07,70.0,70.0,139.78399920463562
-0.0003268,7.18e-07,8.3e-06,6.36e-07,72.0,72.0,142.6680042743683
-0.0002978,6.74e-07,8.2e-06,7.18e-07,74.0,74.0,145.54599976539612
-0.0002676,6.09e-07,8.1e-06,7.55e-07,76.0005,76.0,148.4240026473999
-0.0002358,5.51e-07,8.1e-06,8.25e-07,78.0,78.0,151.30400037765503
-0.0002028,4.84e-07,8e-06,8.85e-07,80.0,80.0,154.18399953842163
-0.0001686,4.26e-07,7.9e-06,9.38e-07,82.0,82.0,157.04799914360046
-0.0001335,3.53e-07,7.8e-06,1.003e-06,84.0,84.0,159.93200063705444
-9.74e-05,2.91e-07,7.7e-06,1.075e-06,86.0,86.0,162.82400250434875
-6.06e-05,2.17e-07,7.7e-06,1.131e-06,88.0,88.0,165.7040011882782
-2.29e-05,1.37e-07,7.6e-06,1.178e-06,90.0,90.0,168.6419985294342
1.48e-05,8e-08,7.5e-06,1.221e-06,91.9995,92.0,171.50700211524963
5.27e-05,-1.2e-08,7.4e-06,1.254e-06,94.0,94.0,174.40199947357178
9.05e-05,-8.4e-08,7.3e-06,1.293e-06,96.0,96.0,177.28199815750122
0.0001287,-1.57e-07,7.2e-06,1.281e-06,98.0,98.0,180.1619997024536
0.0001661,-2.34e-07,7.1e-06,1.297e-06,100.0,100.0,183.02299880981445
0.0002031,-3.13e-07,7e-06,1.321e-06,102.0,102.0,185.90299940109253
0.0002397,-3.87e-07,6.9e-06,1.336e-06,104.0,104.0,188.782000541687
0.000275,-4.65e-07,6.8e-06,1.323e-06,106.0015,106.0,191.6619987487793
0.0003091,-5.28e-07,6.7e-06,1.333e-06,108.0,108.0,194.5420000553131
0.0003423,-6.01e-07,6.7e-06,1.327e-06,109.9995,110.0,197.42300033569336
0.0003742,-6.56e-07,6.6e-06,1.321e-06,112.0005,112.0,200.30200052261353
0.0004038,-7.26e-07,6.5e-06,1.309e-06,114.0,114.0,203.16300535202026
0.0004326,-7.9e-07,6.5e-06,1.297e-06,116.0,116.0,206.04499888420105
0.0004591,-8.42e-07,6.4e-06,1.269e-06,118.0,118.0,208.9229986667633
0.0004846,-9.06e-07,6.4e-06,1.252e-06,120.0005,120.0,211.8029980659485
0.0005071,-9.48e-07,6.3e-06,1.217e-06,122.0005,122.0,214.68299984931946
0.0005265,-9.93e-07,6.2e-06,1.169e-06,124.0,124.0,217.5439989566803
0.0005449,-1.034e-06,6.2e-06,1.138e-06,126.0,126.0,220.4090006351471
0.00056,-1.067e-06,6.1e-06,1.091e-06,128.0,128.0,223.2849986553192
0.0005727,-1.101e-06,6.1e-06,1.049e-06,130.0,130.0,226.1649990081787
0.0005828,-1.132e-06,6e-06,9.95e-07,132.0,132.0,229.04499793052673
0.00059,-1.142e-06,6e-06,9.47e-07,134.002,134.0,231.92500114440918
0.000594,-1.156e-06,6e-06,9.09e-07,136.0,136.0,234.80499863624573
0.0005953,-1.165e-06,6e-06,8.59e-07,138.0,138.0,237.66599988937378
0.0005937,-1.167e-06,6e-06,8.06e-07,140.0,140.0,240.52699851989746
0.0005885,-1.166e-06,6e-06,7.57e-07,142.0,142.0,243.41199946403503
0.0005806,-1.154e-06,6e-06,7.25e-07,144.0,144.0,246.30600118637085
0.0005696,-1.132e-06,6e-06,6.64e-07,146.0,146.0,249.1859996318817
0.0005558,-1.104e-06,6.1e-06,6.34e-07,148.0,148.0,252.06599926948547
0.0005396,-1.061e-06,6.1e-06,5.91e-07,150.0,150.0,254.92599868774414
0.000521,-1.045e-06,6.1e-06,5.53e-07,152.0,152.0,257.78699922561646
0.0004988,-9.94e-07,6.2e-06,5.09e-07,154.0,154.0,260.6670045852661
0.0004741,-9.49e-07,6.3e-06,4.67e-07,156.0,156.0,263.5659990310669
0.0004468,-9.08e-07,6.3e-06,4.37e-07,158.0,158.0,266.44599962234497
0.0004175,-8.46e-07,6.4e-06,4.24e-07,160.0,160.0,269.32599806785583
0.0003851,-7.56e-07,6.5e-06,4.61e-07,162.0005,162.0,272.18700528144836
0.0003511,-7.08e-07,6.6e-06,4.03e-07,164.0,164.0,275.06699895858765
0.000316,-6.47e-07,6.6e-06,2.97e-07,166.0005,166.0,277.9460017681122
0.0002801,-5.75e-07,6.8e-06,2.67e-07,168.0,168.0,280.8270003795624
0.0002429,-4.98e-07,6.8e-06,2.39e-07,170.0,170.0,283.706999540329
0.0002051,-4.17e-07,7e-06,2.23e-07,172.0,172.0,286.5890004634857
0.0001663,-3.37e-07,7.1e-06,1.92e-07,174.0005,174.0,289.47000002861023
