#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 0.8 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 2 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.05 T
#	Lockin AC Gain: 40 dB
#	Lockin Frequency: 1713 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 09:49am 2021-07-07
#	Sample Name: C5R7_20x80
#	First Harmonic Lockin Sensitivity: 0.001 V
#	Second Harmonic Lockin Sensitivity: 1e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.2 s
#	Second Harmonic Lockin Time Constant: 0.2 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
3.95e-05,-9e-08,7.5e-06,1.76e-07,0.0,0.0,0.8650000095367432
-3.2e-06,0.0,7.6e-06,1.41e-07,2.0,2.0,3.727999687194824
-4.57e-05,1e-07,7.8e-06,1.17e-07,4.0,4.0,6.605998992919922
-8.78e-05,1.8e-07,7.9e-06,7.7e-08,6.0,6.0,9.492998838424683
-0.000129,2.65e-07,8e-06,4e-08,8.0,8.0,12.36699914932251
-0.0001695,3.31e-07,8.1e-06,-3.5e-08,10.0005,10.0,15.246004343032837
-0.0002087,4.21e-07,8.2e-06,-6.7e-08,12.0,12.0,18.10900044441223
-0.0002467,4.93e-07,8.3e-06,-9.4e-08,13.9995,14.0,20.987000226974487
-0.000283,5.69e-07,8.4e-06,-1.26e-07,15.9995,16.0,23.846998929977417
-0.0003177,6.42e-07,8.5e-06,-1.42e-07,18.0,18.0,26.72699809074402
-0.0003502,7.1e-07,8.5e-06,-1.76e-07,20.0,20.0,29.58799958229065
-0.0003808,7.72e-07,8.6e-06,-1.87e-07,22.0,22.0,32.46799874305725
-0.0004088,8.23e-07,8.7e-06,-1.99e-07,24.0,24.0,35.347999811172485
-0.0004346,8.72e-07,8.8e-06,-2.2e-07,26.0,26.0,38.209004163742065
-0.0004578,9.29e-07,8.8e-06,-2.29e-07,28.0,28.0,41.088998794555664
-0.0004784,9.65e-07,8.8e-06,-2.24e-07,30.0005,30.0,43.968998193740845
-0.0004963,1.013e-06,8.9e-06,-2.19e-07,32.0,32.0,46.84899926185608
-0.0005116,1.037e-06,8.9e-06,-2.17e-07,33.9995,34.0,49.73200011253357
-0.0005242,1.07e-06,8.9e-06,-2.25e-07,36.0005,36.0,52.60900020599365
-0.000534,1.086e-06,8.9e-06,-2.18e-07,37.9995,38.0,55.469998836517334
-0.0005411,1.098e-06,9e-06,-2.04e-07,40.0,40.0,58.33099913597107
-0.0005455,1.113e-06,9e-06,-1.75e-07,42.0005,42.0,61.210999727249146
-0.0005472,1.115e-06,9e-06,-1.51e-07,44.0,44.0,64.09099888801575
-0.0005462,1.112e-06,9e-06,-1.22e-07,46.0005,46.0,66.95300006866455
-0.0005426,1.116e-06,9e-06,-1.03e-07,48.0,48.0,69.81700134277344
-0.0005364,1.1e-06,8.9e-06,-6.7e-08,50.001,50.0,72.69600367546082
-0.0005277,1.082e-06,8.9e-06,-3e-08,52.0005,52.0,75.57199931144714
-0.0005166,1.066e-06,8.9e-06,1.1e-08,54.0,54.0,78.43600869178772
-0.000503,1.042e-06,8.8e-06,6.1e-08,56.0,56.0,81.31299829483032
-0.0004872,1.015e-06,8.8e-06,9.1e-08,58.001,58.0,84.17800498008728
-0.0004692,9.75e-07,8.7e-06,1.41e-07,60.0005,60.0,87.05399894714355
-0.0004489,9.35e-07,8.7e-06,1.86e-07,62.0005,62.0,89.91799879074097
-0.0004267,8.89e-07,8.6e-06,2.19e-07,64.0,64.0,92.83299994468689
-0.0004025,8.39e-07,8.6e-06,2.6e-07,66.0,66.0,95.7130036354065
-0.0003765,8.03e-07,8.5e-06,2.91e-07,68.0,68.0,98.5740008354187
-0.0003488,7.4e-07,8.4e-06,3.45e-07,69.9995,70.0,101.45399904251099
-0.0003195,6.77e-07,8.3e-06,3.97e-07,72.0,72.0,104.31700491905212
-0.0002888,6.28e-07,8.3e-06,4.38e-07,74.0,74.0,107.1949987411499
-0.0002566,5.59e-07,8.2e-06,4.65e-07,76.0,76.0,110.09400463104248
-0.0002233,4.9e-07,8.1e-06,5.31e-07,78.0,78.0,112.97399973869324
-0.0001889,4.29e-07,8e-06,5.69e-07,80.0,80.0,115.85399985313416
-0.0001536,3.53e-07,7.9e-06,6.18e-07,82.0,82.0,118.71499943733215
-0.0001175,2.99e-07,7.8e-06,6.83e-07,84.0,84.0,121.5749990940094
-8.06e-05,2.2e-07,7.7e-06,7.47e-07,86.0005,86.0,124.45500326156616
-4.33e-05,1.45e-07,7.6e-06,7.69e-07,88.0,88.0,127.35499811172485
-5.5e-06,6.7e-08,7.5e-06,8.13e-07,90.0,90.0,130.2350013256073
3.23e-05,-1.5e-08,7.4e-06,8.34e-07,92.0005,92.0,133.11500096321106
7.04e-05,-7.7e-08,7.3e-06,8.8e-07,94.0,94.0,135.9949984550476
0.0001083,-1.5e-07,7.2e-06,9.09e-07,96.0,96.0,138.87499809265137
0.000146,-2.28e-07,7.1e-06,9.01e-07,98.0005,98.0,141.77700448036194
0.0001833,-3e-07,7e-06,9.33e-07,100.0,100.0,144.65399861335754
0.0002201,-3.77e-07,6.9e-06,9.61e-07,102.0,102.0,147.5339994430542
0.0002561,-4.48e-07,6.8e-06,9.73e-07,103.9995,104.0,150.4139997959137
0.0002914,-5.25e-07,6.8e-06,9.93e-07,105.9995,106.0,153.2939989566803
0.0003257,-5.89e-07,6.7e-06,1.017e-06,108.0,108.0,156.17400097846985
0.0003588,-6.59e-07,6.6e-06,1.026e-06,110.0,110.0,159.05400013923645
0.0003906,-7.28e-07,6.5e-06,1.037e-06,112.0,112.0,161.9149992465973
0.000421,-7.89e-07,6.5e-06,1.04e-06,114.0,114.0,164.77900004386902
0.0004498,-8.55e-07,6.4e-06,1.054e-06,116.0,116.0,167.6380000114441
0.0004769,-9.08e-07,6.3e-06,1.047e-06,117.9995,118.0,170.51600456237793
0.0005021,-9.55e-07,6.2e-06,1.061e-06,120.0,120.0,173.39599871635437
0.0005253,-1.008e-06,6.2e-06,1.032e-06,122.0,122.0,176.30200052261353
0.0005459,-1.047e-06,6.1e-06,1.017e-06,124.0,124.0,179.17499947547913
