#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 0.3 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.025 T
#	Lockin AC Gain: 40 dB
#	Lockin Frequency: 3137.17 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 06:19pm 2021-05-27
#	Sample Name: PHE
#	First Harmonic Lockin Sensitivity: 0.001 V
#	Second Harmonic Lockin Sensitivity: 5e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.1 s
#	Second Harmonic Lockin Time Constant: 0.1 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
-8.91e-05,2e-08,-1.15e-05,1.75e-07,0.0,0.0,0.37799930572509766
-9.3e-05,-3e-08,-1.16e-05,2e-07,1.0,1.0,2.2280004024505615
-9.7e-05,-1.5e-08,-1.16e-05,1.95e-07,1.999,2.0,4.083999395370483
-0.0001009,-2e-08,-1.16e-05,2.15e-07,2.9995,3.0,5.926999807357788
-0.0001055,5e-09,-1.16e-05,1.95e-07,3.9995,4.0,7.770006895065308
-0.0001094,-1.5e-08,-1.16e-05,1.8e-07,5.0,5.0,9.614999532699585
-0.0001132,-1.5e-08,-1.17e-05,2e-07,5.9995,6.0,11.47700023651123
-0.0001168,-5e-09,-1.17e-05,2e-07,6.9995,7.0,13.339000940322876
-0.0001207,5e-09,-1.17e-05,1.5e-07,8.0,8.0,15.204001188278198
-0.0001246,-2e-08,-1.17e-05,1.45e-07,8.9995,9.0,17.064000129699707
-0.0001284,0.0,-1.17e-05,1.35e-07,9.9995,10.0,18.906999588012695
-0.000132,1e-08,-1.18e-05,1.4e-07,10.9995,11.0,20.753005743026733
-0.0001353,-1.5e-08,-1.18e-05,1.25e-07,11.999,12.0,22.5960054397583
-0.0001386,0.0,-1.18e-05,1.7e-07,12.9995,13.0,24.437005519866943
-0.0001423,0.0,-1.18e-05,1.7e-07,13.999,14.0,26.299000024795532
-0.0001457,0.0,-1.19e-05,1.65e-07,14.999,15.0,28.14300036430359
-0.0001483,-5e-09,-1.19e-05,1.45e-07,15.999,16.0,30.011005640029907
-0.0001515,-2.5e-08,-1.19e-05,1.55e-07,16.9995,17.0,31.856000423431396
-0.0001548,-2e-08,-1.2e-05,1.65e-07,17.9995,18.0,33.7189998626709
-0.000158,-2e-08,-1.2e-05,1.35e-07,18.9995,19.0,35.573002338409424
-0.0001607,-1e-08,-1.2e-05,1.5e-07,19.9995,20.0,37.416001081466675
-0.0001639,-2e-08,-1.2e-05,1.35e-07,21.0,21.0,39.25899934768677
-0.0001667,-5e-09,-1.2e-05,1.1e-07,21.999,22.0,41.10300540924072
-0.0001688,-1e-08,-1.21e-05,1.35e-07,22.9995,23.0,42.96500110626221
-0.0001717,-3e-08,-1.21e-05,1e-07,23.9995,24.0,44.83400535583496
-0.0001741,-1e-08,-1.21e-05,1.25e-07,25.0,25.0,46.67900609970093
-0.0001762,-1e-08,-1.21e-05,1.2e-07,25.9995,26.0,48.53999996185303
-0.0001781,-1e-08,-1.21e-05,1.05e-07,26.999,27.0,50.39699912071228
-0.0001802,-2.5e-08,-1.21e-05,1.05e-07,28.0,28.0,52.260005474090576
