#Procedure: <daedalus.procedures.Hall2HarmProcedure.Hall2DualHarmAngProcedure>
#Parameters:
#	Applied Sample Voltage: 1 V
#	Magnet Calibration Filename: ./calibrations/daedalus
#	Delay: 1.5 s
#	End Azimuthal Field: 360 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.125 T
#	Lockin AC Gain: 50 dB
#	Lockin Frequency: 3137.17 Hz
#	First Harmonic Lockin Phase Offset: 0 deg
#	Second Harmonic Lockin Phase Offset: 0 deg
#	Lockin Sense Mode: A-B
#	Time Queued: 12:48pm 2021-04-23
#	Sample Name: C5R9_20x80_6x6_SQUARE_L
#	First Harmonic Lockin Sensitivity: 0.002 V
#	Second Harmonic Lockin Sensitivity: 5e-05 V
#	Probe Station Name: daedalus
#	First Harmonic Lockin Time Constant: 0.5 s
#	Second Harmonic Lockin Time Constant: 0.5 s
#Data:
X1,X2,Y1,Y2,field_azimuth_measured,field_azimuth,elapsed_time
0.0045422,6.4e-07,8.66e-05,1.485e-06,0.0,0.0,1.5650014877319336
0.0048634,7.05e-07,9.18e-05,1.51e-06,1.0,1.0,4.612002849578857
0.0048724,7.15e-07,9.18e-05,1.47e-06,2.0,2.0,7.6640026569366455
0.0048814,6.9e-07,9.2e-05,1.42e-06,3.0,3.0,10.71700119972229
0.0048902,6.95e-07,9.2e-05,1.355e-06,4.0005,4.0,13.790000677108765
0.0048988,6.95e-07,9.2e-05,1.3e-06,5.0005,5.0,16.848005533218384
0.0049074,6.85e-07,9.18e-05,1.265e-06,6.0,6.0,19.898005962371826
0.0049158,6.95e-07,9.18e-05,1.17e-06,7.0005,7.0,22.986000061035156
0.004924,7.05e-07,9.2e-05,1.135e-06,8.0035,8.0,26.023000717163086
0.0049322,7.05e-07,9.2e-05,1.055e-06,9.0015,9.0,29.05700135231018
0.0049404,7.05e-07,9.2e-05,1.02e-06,10.0,10.0,32.08900213241577
0.0049484,7.05e-07,9.2e-05,9.6e-07,11.0,11.0,35.138999938964844
0.0049562,6.8e-07,9.2e-05,9.15e-07,12.0005,12.0,38.194000482559204
0.004964,6.85e-07,9.22e-05,8.35e-07,13.0005,13.0,41.26500105857849
0.0049714,6.75e-07,9.22e-05,8.05e-07,14.0,14.0,44.30300188064575
0.0049788,6.8e-07,9.22e-05,7.65e-07,15.0,15.0,47.338000535964966
0.004986,6.95e-07,9.22e-05,7.1e-07,16.0,16.0,50.38500380516052
0.004993,6.9e-07,9.22e-05,6.4e-07,17.0,17.0,53.42500066757202
0.0049998,6.9e-07,9.22e-05,5.85e-07,18.0,18.0,56.4709997177124
0.0050062,6.75e-07,9.24e-05,5.4e-07,19.0,19.0,59.529000997543335
0.0050128,6.7e-07,9.24e-05,4.5e-07,20.0,20.0,62.56400108337402
0.005019,6.9e-07,9.24e-05,4.4e-07,21.0,21.0,65.6130006313324
