#Procedure: <sagnac.procedures.HeterodyneProcedure.sagnacOpticsXportProcedure>
#Parameters:
#	Amp Gain: 0 x
#	Applied Sample Voltage: 6 V
#	Apply a Bias Field?: False
#	Number of Averages: 1
#	Bias Field x: 0 T
#	Bias Field y: 0 T
#	Bias Field z: 0 T
#	Applied Sample Current frequency: 3.137 kHz
#	Output Voltage: 0.65 V
#	EOM Frequency: 3.3477e+06 MHz
#	Filter Order First Harmonic: 8
#	Lockin Time Constant First Harmonic: 0.1 s
#	Hysteresis Sweep?: False
#	50 Ohm Input Impedance: True
#	input range: 1 V
#	Time Queued: 10:31am 2021-05-24
#	Reverse?: False
#	Sample Name: C5R5_testIP
#	Saturate First?: True
#	Saturating Magnetic Field: -0.1 T
#	Saturating Magnetic Field Azimuth: 0 deg
#	Saturating Magnetic Field Polar: 90 deg
#	Filter Order Second Harmonic: 8
#	Lockin Time Constant Second Harmonic: 0.1 s
#	Settling: 0.7 s
#	Bias Magnetic Field: 0.05 T
#	Bias Magnetic Field Azimuth: 0 deg
#	Bias Magnetic Field Polar: 0 deg
#	Bias Magnetic Field step: 0.005 T
#	Pre Measurement Wait Time: 0 s
#Data:
ThetaK,X1,Y1,X2,Y2,DeltaThetaK,DeltaX1,DeltaY1,TX1,TY1,TX2,TY2,sweep_field,elapsed_time
0.001209830543153031,-0.0019716552720349264,-8.670123247832045e-06,-0.6805284125437404,-0.4424614378382931,8.328371930371754e-06,-3.3931707358787906e-06,2.3423420958800633e-06,0.0038561443280491553,0.0005001599386936943,-2.7516462785510123e-06,0.0017861900841725556,0.05,0.9059696197509766
0.001215010971312136,-0.001980037749499325,-6.449557435172146e-06,-0.6804712271915753,-0.4424480136749585,7.164547472744455e-06,-2.9189132580071156e-06,1.2925701050526052e-06,0.0038517515821999567,0.0005001746137013401,-2.873380044587245e-06,0.0017847811263997089,0.045,1.869971513748169
0.0012212289045341492,-0.0019901933958564252,-3.6727709985728355e-06,-0.6805176187829345,-0.44245303275190534,1.321578358631954e-05,-5.384312640847083e-06,-5.718802005936882e-06,0.003838578440110689,0.0005002801172029075,-2.558799031878578e-06,0.0017841985374832932,0.04,2.86496639251709
0.0012268922766791536,-0.0019994565724008816,-3.529858149608153e-06,-0.6805255466293737,-0.4424604997598074,1.2778379979990261e-05,-5.206195572805901e-06,-4.650215333039793e-06,0.0038289249608549573,0.000500258186213789,-2.8707785750837343e-06,0.001784142181738725,0.035,3.8469669818878174
0.0012277016295497887,-0.0020007951322529487,-3.858030678191303e-06,-0.6805010579845282,-0.442464825041945,2.060835597834537e-05,-8.396383630166394e-06,-3.816395782946329e-06,0.0038216889004976918,0.0005002629729628081,-2.656075717506919e-06,0.0017840781700264035,0.03,4.828965187072754
0.001233679512518649,-0.0020105111350786856,-3.773896321888903e-06,-0.680467887816049,-0.44245905029672505,2.090643566107742e-05,-8.517717926049632e-06,-5.2437030784166934e-06,0.0038181352998904643,0.0005003277349695416,-2.6241376185218844e-06,0.0017825941775297181,0.025,5.802017450332642
0.001233066679255008,-0.0020095785696045173,-4.699095629359177e-06,-0.6805477809708695,-0.44247361861764495,1.0747963477817103e-05,-4.379088667403335e-06,1.2014562929721225e-06,0.003814629272590778,0.000500411251548817,-2.514439285000006e-06,0.0017826608831714033,0.02,6.777991771697998
0.0012406709304845825,-0.0020219686397577553,-5.695544058709238e-07,-0.6805812847685444,-0.44247297614261943,1.1024019662542385e-05,-4.491556896077241e-06,-1.5943197391022456e-06,0.0038087864749358604,0.0005004027238129568,-2.7520543872029822e-06,0.0017817538128911457,0.015,7.7789928913116455
0.0012402030623614275,-0.0020212275783433485,-3.0354061356086314e-06,-0.6805831413930238,-0.44247767060699583,2.8031925038186475e-05,-1.142127154100062e-05,-3.4073814720065098e-06,0.003802665360070628,0.0005004619172561717,-2.6412190788498398e-06,0.0017819742776497597,0.01,8.76399278640747
0.0012439035685156098,-0.0020272770787030914,-3.922071424111575e-06,-0.6805686803624823,-0.4424817206718035,1.2144439943709598e-05,-4.948151641701661e-06,-2.4859795033795003e-06,0.0037953169886253174,0.0005003342591461421,-2.7469536578886223e-06,0.001782400081703755,0.005,9.767001152038574
0.0012424581621161184,-0.0020249149129748217,-7.277906621550942e-06,-0.6805283002362089,-0.44248030563254226,1.8101420990205765e-05,-7.37525072940107e-06,7.487341203378757e-07,0.0037947527019762868,0.0005003172097563104,-2.5786882147074976e-06,0.0017820420647339894,0.0,10.762084484100342
0.0012417225681232585,-0.0020236548036235073,-1.8192965314786074e-06,-0.6805486069615028,-0.44246691150433465,1.6634332853180087e-05,-6.777294551088103e-06,-5.568805836408561e-07,0.003793584521487704,0.0005002960618025287,-2.6934048162247628e-06,0.0017814776861643244,-0.005,11.735035419464111
0.0012450588422182312,-0.0020291092515876833,-2.9358865784154853e-06,-0.6805183748196973,-0.44247067244219046,2.6561686091369825e-05,-1.0822069158422452e-05,-5.681133981988358e-06,0.003790744534577515,0.0005003047982769781,-2.629482058711334e-06,0.0017825514948543247,-0.01,12.698010921478271
0.0012426982586440391,-0.0020253258055352315,-1.1820736201548126e-05,-0.6805844564432396,-0.44248458557578546,2.389836829360907e-05,-9.737255608043371e-06,-4.837016328276841e-06,0.003793345521776645,0.0005002658266374558,-2.614197670069052e-06,0.0017819361335005908,-0.015,13.679009437561035
0.0012390457737763824,-0.0020194060019190253,-1.0786905640037475e-05,-0.680597682859588,-0.4424918100925607,2.6935104801838613e-05,-1.0974735984160582e-05,-1.9665579862033826e-06,0.003793482185354828,0.000500301008886311,-2.800024205153725e-06,0.0017810850906728281,-0.02,14.673011779785156
0.0012423164775934915,-0.002024685930652471,-7.909669215264504e-06,-0.6805721056706714,-0.44248072766377194,1.426935580160926e-05,-5.813917991150397e-06,-3.678085614761388e-06,0.003798367931950199,0.0005003881935557511,-2.570149999223048e-06,0.0017817712732426032,-0.025,15.662121295928955
0.0012369469540998489,-0.0020159982160586447,-9.530698909702988e-06,-0.6805921018313933,-0.4424946415341184,1.8292550505820014e-05,-7.45336609467549e-06,-4.69391909290901e-06,0.003804988088818322,0.0005003405921541967,-2.5711995510717905e-06,0.0017820698668590323,-0.03,16.700133562088013
0.0012318734257765972,-0.0020076450207529004,-8.046080319976965e-06,-0.6805813417487366,-0.4424760765594421,6.841301184579211e-06,-2.7873960466980416e-06,-3.919533790701417e-06,0.003805192842841372,0.000500295936823674,-2.5967695646547357e-06,0.0017813245582667195,-0.035,17.727111339569092
0.0012309277100315155,-0.0020062157688874494,-5.891558817135196e-06,-0.6806850750781869,-0.44250078734251136,2.0105339028778695e-05,-8.192107136300823e-06,-3.459044048878984e-06,0.003808066616807907,0.0005003126739378625,-2.7948850062793923e-06,0.001782032018410743,-0.04,18.717186450958252
0.0012215756861441948,-0.001991033740782803,-4.6647878740908515e-06,-0.6806637416670106,-0.4425141980231488,1.9764497959342122e-05,-8.053472342365046e-06,-8.14629419037793e-07,0.00381051005519336,0.0005002005629014419,-2.4851432481261184e-06,0.0017824777563671891,-0.045,19.689108848571777
0.0012175239703937314,-0.0019843660955937373,-3.7029207194011824e-06,-0.6806153267057817,-0.4424999779975355,1.9716521658052484e-05,-8.033665193256128e-06,-4.959095066666753e-06,0.003819882243611551,0.0005000795745261964,-2.7528216950914285e-06,0.0017831304799510307,-0.05,20.655107259750366
